Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Env_0Min_(TMT 127C PCN),_Env_0Min_(TMT 128N PCN),WT_5Min_(TMT 128C PCN),WT_5Min_(TMT 129N PCN),_Env_5Min_(TMT 129C PCN),_Env_5Min_(TMT 130N PCN),_Genome_5Min_(TMT 130C PCN),_Genome_5Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG250080,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4,241,78.01,75.52,10.79,1,68,16,1,12,9,0,5.20E-234,11,8,194616.9514,190354.0673,194133.1993,161122.5134,166416.9695,164269.0046,169566.1649,180964.0894,162870.7417,165120.5888,O00299,CLIC1
PG253272,tr|A0A0A0MSE2|A0A0A0MSE2_HUMAN Hydroxyacyl-coenzyme A dehydrogenase; mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=1,390,41.28,41.28,12.05,5,71,19,1,11,5,0,9.19E-234,11,5,146914.7391,144587.7828,147224.9178,130785.9521,133587.2111,132786.3755,132323.1116,128778.6975,124308.125,128721.5845,Q16836|Q16836-2|Q16836-3|E9PF18|A0A0A0MSE2,HADH
PG244284,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens GN=NOB1 PE=1 SV=1,412,45.15,45.15,9.951,1,81,18,0,11,9,0,6.30E-233,11,9,143922.3188,134544.588,130347.8226,137975.1554,139992.1021,129734.9782,133715.1828,134252.2963,135783.8209,133498.4607,Q9ULX3,NOB1
PG255636,sp|P82650|RT22_HUMAN 28S ribosomal protein S22; mitochondrial OS=Homo sapiens GN=MRPS22 PE=1 SV=1,360,49.72,49.72,5.278,3,46,16,0,11,11,0,6.20E-231,11,11,252555.4073,259786.3184,235460.7,222431.8402,202358.5061,210895.9386,209217.6553,205052.809,198013.153,200968.4032,P82650|G5E9V5|G5E9W7,MRPS22
PG245609,sp|P32969|RL9_HUMAN 60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1,192,81.25,81.25,13.02,1,80,15,0,11,8,0,1.25E-220,11,8,196899.3325,188931.0134,193256.2934,193117.4215,188562.7556,168709.5882,194505.932,194132.7756,186770.2634,181799.2114,P32969,RPL9
PG247922,sp|P49748-3|ACADV_HUMAN Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase; mitochondrial OS=Homo sapiens GN=ACADVL,678,26.25,26.25,0,3,48,15,0,11,10,0,1.22E-217,11,10,193504.9474,189263.7148,181864.4447,173517.2506,153631.9028,162501.928,152825.2722,156958.8976,146486.3787,150836.2813,P49748|P49748-2|P49748-3,ACADVL
PG254704,sp|Q96HS1|PGAM5_HUMAN Serine/threonine-protein phosphatase PGAM5; mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2,289,55.02,55.02,7.266,1,65,16,0,11,9,0,1.83E-216,11,9,174602.3152,169832.2089,164729.932,162184.5682,150087.3238,153120.7289,144151.4176,151775.7758,146015.479,141639.7188,Q96HS1,PGAM5
PG256712,sp|Q9UKW4|VAV3_HUMAN Guanine nucleotide exchange factor VAV3 OS=Homo sapiens GN=VAV3 PE=1 SV=1,847,21.61,18.89,0,1,31,18,3,12,12,1,4.35E-215,11,11,147634.2991,152916.4185,138479.8199,143368.4393,139700.8958,142144.1078,139829.3529,145129.0484,136668.7865,140250.3284,Q9UKW4,VAV3
PG249123,sp|P48047|ATPO_HUMAN ATP synthase subunit O; mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1,213,63.85,63.85,14.08,1,51,14,0,11,9,0,2.39E-211,11,9,304030.3835,283179.7374,274832.8683,265094.7203,254487.047,251880.936,245843.2532,252371.285,237282.588,240082.5435,P48047,ATP5O
PG255050,sp|P23284|PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2,216,57.87,55.09,18.98,1,66,15,1,13,10,1,3.97E-211,11,9,316060.3334,317514.5273,300662.8653,285552.0158,266659.3383,252333.9718,257637.7467,258535.3437,241189.0107,236396.466,P23284,PPIB
PG258289,tr|G5EA30|G5EA30_HUMAN CUG triplet repeat; RNA binding protein 1; isoform CRA_c OS=Homo sapiens GN=CELF1 PE=1 SV=1,514,29.57,26.65,10.31,1,59,17,2,11,9,0,4.23E-211,11,9,122556.9074,126025.6502,129431.6068,117556.2537,121630.4578,122615.9337,122428.5074,117817.7863,126761.6461,118364.1331,G5EA30,CELF1
PG259783,tr|A0A0A0MR39|A0A0A0MR39_HUMAN Myelin expression factor 2 OS=Homo sapiens GN=MYEF2 PE=1 SV=1,600,29.17,29.17,2.833,2,47,16,0,11,11,0,4.56E-211,11,11,209106.6499,206275.361,213497.2162,203321.3223,186572.1248,193458.4415,185540.28,194813.4153,193782.4893,193478.7429,A0A0A0MR39|A0A0A0MQW0,MYEF2
PG242064,sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens GN=HGS PE=1 SV=1,777,23.94,23.94,0,1,41,16,0,11,11,0,3.27E-200,11,11,118200.2707,113253.6456,110363.1282,106976.7914,103872.0476,110001.7242,107987.4053,103510.3027,106528.659,115864.9834,O14964,HGS
PG249950,sp|O75794|CD123_HUMAN Cell division cycle protein 123 homolog OS=Homo sapiens GN=CDC123 PE=1 SV=1,336,52.08,52.08,3.274,1,49,14,0,11,11,0,4.73E-198,11,11,115633.7905,124840.015,107211.4838,103262.4176,106126.3683,103447.8151,96570.87733,101479.2794,104073.9676,107102.7111,O75794,CDC123
PG245763,sp|Q9Y6N5|SQRD_HUMAN Sulfide:quinone oxidoreductase; mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1,450,37.78,37.78,3.111,1,24,13,0,11,11,0,2.20E-195,11,11,125053.5711,119293.579,111086.7975,113735.2341,109463.8647,106796.1376,105757.0551,115584.4913,103553.8568,110692.201,Q9Y6N5,SQRDL
PG244760,sp|P51665|PSMD7_HUMAN 26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2,324,49.69,49.69,3.086,1,62,12,0,11,9,0,1.26E-193,11,9,120376.588,125978.3708,120914.1396,119077.9533,113552.7227,120735.7218,112585.4414,124760.0434,110635.1442,118508.1901,P51665,PSMD7
PG252101,sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2,282,46.1,46.1,13.83,1,61,12,0,11,9,0,2.31E-192,11,9,221956.6641,212820.4675,213887.7574,191224.9957,190206.3546,194019.0823,184676.3452,191719.4567,189373.6577,188672.0854,P10768,ESD
PG244173,sp|Q92979|NEP1_HUMAN Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens GN=EMG1 PE=1 SV=4,244,53.69,53.69,11.89,1,42,12,0,11,8,0,3.03E-189,11,8,113475.8341,112509.0097,100735.6249,111600.6943,119168.2891,99741.89917,116464.0577,118236.9457,124348.8983,119436.1561,Q92979,EMG1
PG244203,sp|O75489|NDUS3_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 3; mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1,264,54.17,54.17,5.303,1,44,12,0,11,10,0,8.15E-188,11,10,121857.5859,126342.7389,120878.7187,115287.2103,109232.33,116932.6467,103086.3578,108032.4753,97350.07489,110336.6232,O75489,NDUFS3
PG244379,sp|Q9Y2S7|PDIP2_HUMAN Polymerase delta-interacting protein 2 OS=Homo sapiens GN=POLDIP2 PE=1 SV=1,368,40.49,40.49,0,1,40,13,0,11,10,0,1.07E-187,11,10,161207.8262,162878.8586,158232.0701,152927.8386,150209.2343,152318.3775,140156.1775,140301.6422,137133.1443,147195.0237,Q9Y2S7,POLDIP2
PG251599,sp|Q9BU89|DOHH_HUMAN Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1,302,65.89,65.89,0,1,43,11,0,13,10,0,4.99E-186,11,9,77546.81538,79689.76239,76007.77582,74809.28931,74743.40689,78079.77651,69196.1929,70087.16197,70165.61158,74720.94954,Q9BU89,DOHH
PG244221,sp|Q8NCW5|NNRE_HUMAN NAD(P)H-hydrate epimerase OS=Homo sapiens GN=NAXE PE=1 SV=2,288,56.94,56.94,6.597,1,41,14,0,11,9,0,4.49E-180,11,9,102583.0205,107376.0487,102454.8971,99149.44091,104292.2261,110010.6572,101634.1085,106827.5325,106828.7653,114584.5189,Q8NCW5,NAXE
PG255590,tr|A0A075B716|A0A075B716_HUMAN 40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=1,191,35.08,35.08,25.65,3,73,11,0,11,7,0,1.20E-178,11,7,188757.8152,173846.1568,182688.8678,175486.3363,184865.0107,160753.2029,186065.4367,189924.2512,185371.9661,171619.5026,P08708|H0YN88|A0A075B716,RPS17
PG255297,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2,205,50.24,50.24,20,1,49,11,0,11,8,0,1.55E-176,11,8,128884.3263,124269.6156,128081.3619,102578.1683,118520.0714,125914.7778,117765.0326,131845.4118,133571.8848,137231.5434,P49720,PSMB3
PG242091,sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens GN=HMBS PE=1 SV=2,361,39.89,39.89,7.479,2,38,12,0,11,9,0,3.32E-172,11,9,94753.50668,97700.73471,86278.99054,90090.46561,101254.0607,98611.72454,92496.58349,93542.05187,92448.03023,100425.3258,P08397|P08397-2,HMBS
PG246875,sp|O75663|TIPRL_HUMAN TIP41-like protein OS=Homo sapiens GN=TIPRL PE=1 SV=2,272,50,50,2.574,1,38,12,0,11,8,0,1.14E-169,11,8,167709.2598,170420.5465,161902.2307,144959.9488,143596.3994,149236.4405,140937.02,146299.2569,147369.3769,146370.4322,O75663,TIPRL
PG242306,sp|Q6YN16|HSDL2_HUMAN Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens GN=HSDL2 PE=1 SV=1,418,22.97,22.97,8.612,1,25,12,0,11,10,0,1.60E-163,11,10,211658.2875,217438.6717,224215.2144,215525.4553,199568.4613,203779.0757,205073.9971,193572.7317,195308.076,190377.5728,Q6YN16,HSDL2
PG244924,sp|P46778|RL21_HUMAN 60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2,160,51.88,51.88,20,1,94,12,0,11,7,0,6.87E-157,11,7,167085.7258,147417.0221,143929.6681,150305.7873,156808.6101,145635.3054,153766.2736,150844.2104,148593.416,152755.2889,P46778,RPL21
PG255652,sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens GN=RPS23 PE=1 SV=3,143,58.74,58.74,32.87,1,71,10,0,11,7,0,1.94E-153,11,7,170043.012,158331.4224,158662.4184,158897.33,157300.9339,147174.682,154865.7615,162520.5263,149755.055,154718.49,P62266,RPS23
PG250656,sp|Q16740|CLPP_HUMAN ATP-dependent Clp protease proteolytic subunit; mitochondrial OS=Homo sapiens GN=CLPP PE=1 SV=1,277,39.71,39.71,7.22,1,39,11,0,11,9,0,3.82E-153,11,9,153136.3313,153202.0123,153810.9856,142603.6848,143587.9982,147921.1211,137050.368,134215.5425,127363.9371,133352.6621,Q16740,CLPP
PG245603,sp|Q6DKI1|RL7L_HUMAN 60S ribosomal protein L7-like 1 OS=Homo sapiens GN=RPL7L1 PE=1 SV=1,246,40.65,40.65,12.6,1,32,10,0,11,9,0,8.28E-152,11,9,114311.3115,106241.6882,92586.812,128430.9255,132656.528,88607.55409,120441.9514,122777.1557,124589.9959,109136.1546,Q6DKI1,RPL7L1
PG256329,sp|Q04837|SSBP_HUMAN Single-stranded DNA-binding protein; mitochondrial OS=Homo sapiens GN=SSBP1 PE=1 SV=1,148,62.84,62.84,18.24,1,49,10,0,11,7,0,2.12E-151,11,7,172871.1645,180656.8773,172622.8202,155386.6414,140943.832,152805.4928,148775.7906,150391.935,143274.9506,147526.0048,Q04837,SSBP1
PG255616,sp|P63162-2|RSMN_HUMAN Isoform 2 of Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens GN=SNRPN,244,33.61,33.61,15.16,3,73,11,0,11,5,0,4.55E-150,11,5,125903.421,116790.2336,118067.5161,105179.8562,115350.1187,123166.8168,115185.5635,120374.5363,129227.6219,126307.7675,P14678|P63162|P63162-2,SNRPB|SNRPN
PG245558,sp|Q9Y3U8|RL36_HUMAN 60S ribosomal protein L36 OS=Homo sapiens GN=RPL36 PE=1 SV=3,105,52.38,52.38,28.57,1,51,11,1,11,8,0,2.21E-141,11,8,181310.366,170707.5612,200858.8693,178905.3891,181250.1395,164457.7794,190349.2099,162183.2607,187504.5752,179293.4664,Q9Y3U8,RPL36
PG255649,sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1,69,60.87,60.87,31.88,1,63,8,0,11,5,0,4.57E-121,11,5,143988.6983,152467.3072,165387.8342,145475.4479,156426.735,245157.0973,160750.415,169417.3027,175555.424,173324.6391,P62857,RPS28
PG249441,sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens GN=BLMH PE=1 SV=1,455,53.85,53.85,12.97,1,65,21,0,12,9,0,0,12,9,144780.7418,143367.7652,139360.7099,125543.2546,126028.1181,142222.6699,131162.6337,140729.5081,140166.9215,151476.1046,Q13867,BLMH
PG254574,sp|O95747|OXSR1_HUMAN Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1,527,53.32,45.54,19.73,1,78,26,5,15,14,3,0,12,11,155685.5986,162840.5841,148710.257,149565.4657,129582.5667,144010.9016,138544.4578,143788.6532,131104.4094,135121.8531,O95747,OXSR1
PG251570,sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1,375,60.27,60.27,23.73,1,98,26,0,12,7,0,0,12,7,173181.9268,162978.1811,147614.74,175983.6962,175855.1327,135844.7821,171919.9707,178261.9958,180683.2733,169528.4328,P35659,DEK
PG252586,sp|O15117-3|FYB_HUMAN Isoform 3 of FYN-binding protein OS=Homo sapiens GN=FYB,839,42.91,42.91,11.08,3,104,27,0,13,11,0,0,12,10,161633.2429,161844.8732,149128.5605,134522.7628,159671.8939,174542.3976,153352.7779,154274.1179,175472.1685,183577.7925,O15117|O15117-2|O15117-3,FYB
PG248620,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3,1094,32.63,27.88,7.221,2,82,36,7,17,16,4,0,12,12,248534.7706,245392.5343,235525.9741,229913.1793,222454.536,229824.9914,205760.9229,211275.7033,217025.7698,226271.5519,O00203|O00203-3,AP3B1
PG254167,sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase; mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3,1086,38.58,38.58,1.197,1,117,31,0,12,11,0,0,12,11,344331.1976,334818.5654,327937.0966,346928.5778,311012.8879,301047.4337,304498.6733,296386.582,271808.4653,283064.0025,Q13423,NNT
PG251105,sp|Q9H501|ESF1_HUMAN ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1,851,31.49,31.49,9.753,1,103,30,0,12,12,0,0,12,12,230230.3654,243727.54,219829.3232,227037.5354,216258.8987,215439.6745,224013.1445,214508.4693,225462.4141,222352.9425,Q9H501,ESF1
PG247134,sp|O14787-2|TNPO2_HUMAN Isoform 2 of Transportin-2 OS=Homo sapiens GN=TNPO2,887,33.03,25.93,8.681,1,68,25,8,18,14,4,0,12,10,132701.9661,131995.6224,128562.6205,122039.0022,111456.6667,119151.7295,120226.4843,110007.2239,114393.6915,113530.733,O14787-2,TNPO2
PG247021,sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,546,36.63,34.62,19.6,1,84,26,3,12,11,0,0,12,11,94345.87484,101340.1599,118111.8208,112231.7658,109728.806,114306.1717,119729.3049,104107.5457,112730.6867,108437.1561,P40222,TXLNA
PG255758,sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2,437,50.34,50.34,14.87,1,138,26,0,12,10,0,0,12,10,186940.9745,186331.7872,190174.0481,203057.5495,210147.3833,203182.233,208980.3028,216266.533,211735.9525,216590.4133,P08621,SNRNP70
PG254011,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,668,62.43,57.19,15.87,1,144,41,5,13,13,1,0,12,12,214613.5177,213983.1626,190151.0239,251259.5533,232779.1582,186402.3059,240362.7905,241264.9944,251403.7182,234665.0167,O94776,MTA2
PG250963,sp|Q86Y56|DAAF5_HUMAN Dynein assembly factor 5; axonemal OS=Homo sapiens GN=DNAAF5 PE=1 SV=4,855,33.8,33.8,3.392,1,70,24,0,12,11,0,0,12,11,118559.5123,126141.5123,105939.405,109451.41,114380.8839,119304.3625,116262.7544,105181.6227,116527.0199,118176.0342,Q86Y56,DNAAF5
PG249066,sp|Q92888-3|ARHG1_HUMAN Isoform 3 of Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1,927,50.81,22.33,12.94,2,179,50,31,24,24,12,0,12,12,202816.4046,207142.3079,200144.5666,201144.5498,198278.5823,207807.0971,201003.4283,193955.9793,187898.7603,203953.8973,Q92888|Q92888-3,ARHGEF1
PG257424,sp|O75152|ZC11A_HUMAN Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens GN=ZC3H11A PE=1 SV=3,810,44.44,44.44,12.1,1,118,33,0,12,12,0,0,12,12,178024.9445,175199.8586,173953.5774,209295.0519,209788.1396,173707.8449,209676.481,217687.1773,214657.7368,204206.3794,O75152,ZC3H11A
PG255692,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,1094,29.25,27.33,1.645,1,82,24,2,12,11,0,0,12,11,153075.7315,147590.8892,146349.1846,138043.3633,137588.6411,141062.4209,130233.635,138943.9689,133665.8785,142624.9226,P53992,SEC24C
PG246009,sp|Q15637-5|SF01_HUMAN Isoform 5 of Splicing factor 1 OS=Homo sapiens GN=SF1,673,34.32,32.39,13.52,1,120,22,1,12,9,0,0,12,9,76339.46139,70879.90691,68475.20834,62883.03815,75235.98522,93720.06406,71348.00059,72618.38639,78331.00178,76787.14989,Q15637-5,SF1
PG249567,sp|P04040|CATA_HUMAN Catalase OS=Homo sapiens GN=CAT PE=1 SV=3,527,48.01,48.01,17.84,1,67,26,0,13,12,0,0,12,11,201471.9629,198485.2498,192804.7598,179549.738,171090.6865,184813.3607,174833.3329,178630.7534,171703.5663,173947.1978,P04040,CAT
PG248202,sp|P30154-2|2AAB_HUMAN Isoform 2 of Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens GN=PPP2R1B,667,47.08,34.03,6.447,2,84,28,8,21,19,7,0,12,11,208019.5075,224830.8247,190335.2644,189097.2414,175238.9179,201430.3936,177547.914,182477.582,191894.8595,229621.9997,P30154|P30154-2,PPP2R1B
PG242358,sp|O95757|HS74L_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3,839,41,33.97,2.503,1,84,29,5,14,14,2,0,12,12,138421.7433,133066.6707,154674.3452,139001.5937,147037.3636,147283.7778,142084.3901,139134.7762,162750.8304,158401.686,O95757,HSPA4L
PG248697,sp|Q9BZZ5-2|API5_HUMAN Isoform 2 of Apoptosis inhibitor 5 OS=Homo sapiens GN=API5,504,46.63,46.63,10.91,1,97,24,0,12,12,0,0,12,12,214552.5537,210203.0201,193776.4194,190902.8605,204857.4344,203200.1038,200900.3612,196696.9512,214294.8117,212193.26,Q9BZZ5-2,API5
PG256587,sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1,771,50.58,42.93,19.33,1,118,34,5,14,13,2,0,12,11,164528.6481,161401.117,141837.9754,175480.2677,170388.2666,152929.1176,161414.1155,161125.7014,166789.1451,160875.1394,Q9BVJ6,UTP14A
PG246696,sp|Q13769|THOC5_HUMAN THO complex subunit 5 homolog OS=Homo sapiens GN=THOC5 PE=1 SV=2,683,38.65,38.65,16.84,1,80,29,0,12,11,0,0,12,11,124970.7937,123474.4048,123541.1951,136967.1149,117846.2037,114591.511,126215.9411,122672.5371,121048.852,122612.2585,Q13769,THOC5
PG262400,tr|A0A0A0MRE3|A0A0A0MRE3_HUMAN Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=1 SV=1,6824,10.96,5.92,1.099,2,125,60,26,18,18,6,0,12,12,150243.2793,149557.9997,127907.97,157377.7997,151348.0473,130729.9853,140473.0159,147349.4151,154179.172,141517.4906,A0A0A0MRE3|G3V5X4,SYNE2
PG250758,sp|Q9UBF2|COPG2_HUMAN Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,871,43.17,40.76,0.8037,1,79,28,2,14,11,2,0,12,9,153457.8857,156352.844,150255.6984,144271.6419,148929.547,151880.4788,140339.0387,148722.1003,145247.1848,141922.0333,Q9UBF2,COPG2
PG256725,sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=3,2570,18.48,18.48,0.3891,2,79,39,0,12,12,0,0,12,12,198421.3998,202312.023,184415.4535,188949.7603,181474.0875,190202.6343,182208.1551,184903.0593,178063.6698,187226.5559,Q93008|Q93008-1,USP9X
PG242942,sp|O60341|KDM1A_HUMAN Lysine-specific histone demethylase 1A OS=Homo sapiens GN=KDM1A PE=1 SV=2,852,45.07,45.07,5.869,1,105,31,0,12,12,0,0,12,12,164882.4584,163999.1502,153143.491,147965.1108,148118.6512,155330.6273,142686.7375,148282.2396,151429.7185,159688.8928,O60341,KDM1A
PG247054,sp|Q14669-3|TRIPC_HUMAN Isoform 3 of E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12,2040,24.17,24.17,3.922,1,178,49,0,12,12,0,0,12,12,146848.6729,150594.6532,129658.396,154240.1177,160315.8283,134992.3457,147547.0478,145022.6401,153741.7822,150214.3604,Q14669-3,TRIP12
PG247696,sp|A3KMH1|VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2,1905,17.9,17.9,0.3675,2,53,27,0,12,12,0,0,12,12,148931.3614,155140.8858,140634.8749,141356.2604,134046.1115,144301.2769,134416.7878,133406.6787,127456.4082,140521.1257,A3KMH1|A3KMH1-3,VWA8
PG251524,tr|A0A087WYN9|A0A087WYN9_HUMAN ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=1,1370,20,20,1.533,2,51,23,0,12,12,0,0,12,12,135361.5758,141152.2935,136604.3987,146068.9768,153533.8677,140958.8018,149023.9443,151446.0413,149666.1465,145250.3999,Q7Z478|A0A087WYN9,DHX29
PG244181,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=1 SV=2,496,49.19,41.33,14.31,1,75,24,5,15,14,2,0,12,12,126143.0639,130780.1713,135697.467,134551.0363,150592.4644,149865.8764,151136.0026,153679.4135,162204.3718,165920.8097,P30419,NMT1
PG249089,sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1,1390,33.6,32.09,7.986,1,144,48,2,13,13,1,0,12,12,167401.7241,172711.1589,158613.2747,161464.3731,153531.6101,156437.7899,155155.7561,159312.8278,157431.4674,161883.2713,Q6PL18,ATAD2
PG247732,sp|Q99986|VRK1_HUMAN Serine/threonine-protein kinase VRK1 OS=Homo sapiens GN=VRK1 PE=1 SV=1,396,63.38,56.06,21.21,1,80,23,2,12,10,0,0,12,10,157777.7723,153986.3251,136978.5348,186600.638,192144.2344,129843.2523,175915.4497,180733.1567,185249.1692,163706.5513,Q99986,VRK1
PG245250,sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3,649,48.69,47.46,7.396,1,78,26,1,13,12,1,0,12,11,166117.8602,163103.137,159915.4031,141025.3876,143706.9059,152373.9739,149599.9067,154345.1015,146636.2322,140549.2105,P46063,RECQL
PG251698,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2,796,30.4,30.4,3.518,2,59,25,0,12,12,0,0,12,12,213894.1384,220905.9169,191687.9608,217738.5273,215067.8625,168897.9432,205761.7394,210590.7902,205338.9453,194235.468,Q96GQ7|B7Z6D5,DDX27
PG248097,sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase; peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1,658,51.37,51.37,10.18,1,69,26,0,12,12,0,0,12,12,149417.7116,153088.1025,141299.6349,140637.6394,128528.9946,124923.5561,127239.6634,126726.7786,119491.8341,126262.1241,O00116,AGPS
PG246857,sp|Q9UNS1|TIM_HUMAN Protein timeless homolog OS=Homo sapiens GN=TIMELESS PE=1 SV=2,1208,32.53,32.53,4.139,2,105,32,0,13,13,0,0,12,12,203124.2833,204323.3311,188222.6007,196138.9654,188453.0612,179596.3432,181285.1719,178159.6663,184435.2257,176391.0296,Q9UNS1|Q9UNS1-2,TIMELESS
PG253968,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3,1136,21.3,20.6,3.961,2,41,24,1,13,12,1,1.25986739689518E-321,12,11,158861.3628,156333.8348,149350.565,154578.2582,145052.1466,151415.0473,143483.7303,142130.4234,152883.2907,156505.3864,O43795|E9PDF6,MYO1B
PG246964,sp|P52888|THOP1_HUMAN Thimet oligopeptidase OS=Homo sapiens GN=THOP1 PE=1 SV=2,689,32.22,32.22,5.951,1,62,24,0,12,10,0,4.51569952935394E-316,12,10,270420.6061,287596.1322,274203.8266,275525.8496,251887.6478,282593.8304,253404.2368,260990.9953,251176.0053,279215.7762,P52888,THOP1
PG242855,sp|Q16566|KCC4_HUMAN Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1,473,51.59,51.59,8.034,1,85,24,0,12,11,0,1.56542676685979E-315,12,11,322319.7737,334211.9599,306329.5389,311713.4176,303324.3491,317232.9047,292979.7532,293737.6363,293566.579,308953.2883,Q16566,CAMK4
PG248212,sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens GN=ABCD3 PE=1 SV=1,659,29.74,29.74,9.408,1,72,21,0,12,11,0,0.00E+00,12,11,178944.5536,168486.8575,160039.9485,180030.3304,162054.1003,148243.0087,159890.0793,153892.6832,150019.576,157346.4642,P28288,ABCD3
PG248822,sp|O14617-5|AP3D1_HUMAN Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1,1215,21.4,21.4,3.292,3,68,21,0,12,10,0,7.60E-305,12,10,97982.57151,95157.30655,102674.55,103887.6631,100984.8654,105267.5218,102450.2858,108087.6864,104836.9374,107613.3789,O14617|O14617-4|O14617-5,AP3D1
