Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG249861,tr|B1AK88|B1AK88_HUMAN Capping protein (Actin filament) muscle Z-line; beta; isoform CRA_d OS=Homo sapiens GN=CAPZB PE=1 SV=1,301,59.14,59.14,24.92,3,78,24,0,17,14,0,0,13,10,1654170.984,1711457.458,1636491.924,1747851.357,1597547.61,1555728.251,1662843.332,1498532.106,1517726.672,1469781.329,P47756-2|B1AK88|B1AK87,CAPZB
PG242244,sp|Q92522|H1X_HUMAN Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1,213,49.3,49.3,32.39,1,88,19,0,15,10,0,2.69E-259,14,10,1662099.582,1631191.879,1579134.723,1255847.045,1507058.576,1561080.931,1510637.346,1431750.832,1434446.225,1308818.533,Q92522,H1FX
PG242551,sp|P12268|IMDH2_HUMAN Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2,514,50.58,47.28,21.6,2,157,29,3,18,15,2,0,11,10,1376560.731,1471464.691,1432675.253,1565189.186,1420120.022,1447445.271,1436164.951,1460488.032,1453325.658,1334532.324,P12268|H0Y4R1,IMPDH2
PG253312,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,307,57.65,57.65,21.82,1,78,21,0,14,11,0,5.96E-287,11,10,1656423.959,1562273.435,1490655.989,1255126.777,1492517.9,1397012.893,1526094.825,1621755.665,1608353.8,1476345.039,Q96AG4,LRRC59
PG252366,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens GN=ST13 PE=1 SV=2,369,46.61,46.61,21.41,1,86,21,0,15,14,0,6.52E-300,11,10,1710328.625,1753808.689,1774510.516,1885095.317,1774645.835,1603673.013,1619752.235,1557303.274,1503882.689,1247363.247,P50502,ST13
PG255215,tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens GN=PSMA6 PE=1 SV=1,252,63.49,63.49,19.84,2,176,17,0,32,12,0,1.89E-265,20,10,1564081.982,1561223.18,1594642.549,1651570.789,1524034.58,1362298.021,1411518.497,1346693.854,1360715.774,1207940.943,P60900|G3V5Z7,PSMA6
PG255559,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2,293,65.87,65.87,17.41,1,161,21,0,31,16,0,1.47E-307,18,10,1735868.15,1756160.249,1738925.986,1909579.413,1684406.312,2017658.896,1631509.059,1833918.735,1740692.42,1736147.776,P15880,RPS2
PG248776,sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,673,65.38,23.77,15.6,1,220,46,30,40,32,22,0,13,10,1857777.426,1907089.468,1912704.179,1982362.566,1832222.541,1948586.74,1757706.486,1620060.458,1561221.454,1282203.615,P08133,ANXA6
PG255277,sp|P25788|PSA3_HUMAN Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2,255,52.55,52.55,22.35,2,91,18,0,23,13,0,2.59E-259,17,10,1950193.559,1885145.211,1922283.625,2000541.06,1927839.889,1785823.886,1836492.194,1704560.118,1727682.668,1714207.417,P25788|P25788-2,PSMA3
PG245561,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens GN=RPL30 PE=1 SV=2,115,81.74,76.52,33.04,1,71,13,1,20,13,1,1.38E-194,14,10,1542714.473,1601411.762,1572353.631,1663898.307,1703112.845,2189570.243,1827799.906,1933883.868,1910428.012,1952494.119,P62888,RPL30
PG245726,sp|P23396|RS3_HUMAN 40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2,243,81.89,78.19,33.33,1,201,25,1,52,19,1,0,40,10,2166527.465,2220418.501,2138412.3,2019173.195,2263740.678,2610244.656,2416694.412,2299441.599,2541618.343,2272138.578,P23396,RPS3
PG244952,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens GN=RPL14 PE=1 SV=4,215,60.93,60.93,13.02,1,188,18,0,19,13,0,4.01E-219,12,10,1830448.864,1832260.698,1747333.161,1766718.954,2152764.385,2493049.313,2224117.707,2317764.884,2357297.69,2200819.948,P50914,RPL14
PG249345,sp|Q7L1Q6-3|BZW1_HUMAN Isoform 3 of Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1,451,41.02,37.03,4.656,3,76,21,3,10,10,0,3.14E-270,10,10,2648421.586,2689068.851,2612004.974,2677964.783,2508202.703,2483842.244,2518258.613,2354302.399,2328431.95,2040384.559,Q7L1Q6|Q7L1Q6-3|Q7L1Q6-4,BZW1
PG245672,sp|P62277|RS13_HUMAN 40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,151,74.83,74.83,41.06,1,111,20,0,22,15,0,4.12E-259,15,10,2367375.619,2360382.228,2335457.612,2091229.682,2167575.653,2115277.524,2028301.654,1793249.149,1760406.699,1499694.827,P62277,RPS13
PG245055,sp|Q96T37|RBM15_HUMAN Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15 PE=1 SV=2,977,57.01,54.66,17.09,5,308,61,3,12,11,0,0,12,11,196834.1881,236635.7286,226939.0453,209149.1142,230759.2288,250570.6603,264503.5567,294891.1944,311234.6704,342170.5349,Q96T37|Q96T37-2|Q96T37-3|Q96T37-4|A0A087WWP4,RBM15
PG253227,sp|Q92896-2|GSLG1_HUMAN Isoform 2 of Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1,1203,28.51,28.51,3.658,3,66,33,0,11,11,0,0,11,11,331293.3138,357057.2812,374249.5251,390019.9784,423541.125,398923.0724,442566.7804,482830.9179,484763.9861,548607.7249,Q92896|Q92896-2|Q92896-3,GLG1
PG247783,sp|Q709C8|VP13C_HUMAN Vacuolar protein sorting-associated protein 13C OS=Homo sapiens GN=VPS13C PE=1 SV=1,3753,19.82,19.82,0.6395,2,124,60,0,11,11,0,0,11,11,364610.0613,390031.5294,408906.6451,449317.8276,441991.2556,486884.5098,458540.2412,552132.8558,530880.5299,565986.6464,Q709C8|Q709C8-3,VPS13C
PG242134,sp|Q92619|HMHA1_HUMAN Minor histocompatibility protein HA-1 OS=Homo sapiens GN=HMHA1 PE=1 SV=2,1136,35.65,35.65,13.47,1,146,40,0,12,11,0,0,12,11,381555.506,409556.1849,419739.0793,435990.5841,446536.8526,467258.5211,475296.1651,547318.0244,544915.0627,576346.7368,Q92619,HMHA1
PG249238,sp|Q5VTR2|BRE1A_HUMAN E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens GN=RNF20 PE=1 SV=2,975,40.51,36.51,10.46,1,138,39,6,13,13,2,0,11,11,387556.8833,424864.421,453894.221,486043.8493,456571.7604,497530.5394,471983.7486,574682.8012,568322.8742,625000.8074,Q5VTR2,RNF20
PG247470,sp|Q96K76-4|UBP47_HUMAN Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 47 OS=Homo sapiens GN=USP47,1355,31.44,31.44,5.756,1,111,37,0,12,12,0,0,11,11,390716.3452,428834.3603,417724.3049,473862.6804,493131.1255,561487.0514,569298.2167,549984.936,585093.4543,640731.6949,Q96K76-4,USP47
PG251727,sp|Q6P2E9|EDC4_HUMAN Enhancer of mRNA-decapping protein 4 OS=Homo sapiens GN=EDC4 PE=1 SV=1,1401,45.25,45.25,12.63,1,212,45,0,12,11,0,0,12,11,409451.9316,433232.8897,443125.2549,489542.9372,474895.7327,538081.7975,505425.4694,562742.8726,598661.0483,592274.2417,Q6P2E9,EDC4
PG254218,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4,1817,32.09,32.09,5.063,2,192,52,0,12,11,0,0,12,11,440827.9958,500146.9452,550879.2268,547184.9881,531747.0669,622172.0558,563550.3582,655585.6475,611137.1163,695111.3722,P52948|P52948-5,NUP98
PG251572,sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,736,42.53,42.53,6.793,1,106,29,0,13,12,0,0,12,11,493844.0257,526587.4552,563906.9117,568161.7405,575191.4815,742558.9325,605009.7632,663681.8984,682293.4922,768922.9453,P51659,HSD17B4
PG256563,sp|P49589-3|SYCC_HUMAN Isoform 3 of Cysteine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=CARS,831,47.17,46.33,5.535,1,117,34,1,11,11,0,0,11,11,550041.7023,565393.2069,601036.352,601636.5618,625286.393,636542.9918,609845.8096,679318.4091,664430.0513,645512.1127,P49589-3,CARS
PG257234,tr|E7ERS3|E7ERS3_HUMAN Zinc finger CCCH domain-containing protein 18 OS=Homo sapiens GN=ZC3H18 PE=1 SV=1,977,40.63,35.01,19.96,2,203,45,7,11,11,0,0,11,11,583927.8225,653312.9546,642323.3935,734961.6556,677119.5818,703468.5072,730945.6331,808387.4809,815523.1717,857164.4556,Q86VM9|E7ERS3,ZC3H18
PG247896,sp|Q9NQW7-3|XPP1_HUMAN Isoform 3 of Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1,666,54.95,54.95,8.559,1,75,30,0,11,11,0,0,11,11,589707.0192,645944.7204,687005.224,745241.1677,808965.4668,846992.2218,781344.0174,855637.8634,837423.7571,904308.8254,Q9NQW7-3,XPNPEP1
PG250283,sp|O14646|CHD1_HUMAN Chromodomain-helicase-DNA-binding protein 1 OS=Homo sapiens GN=CHD1 PE=1 SV=2,1710,32.46,29.47,5.965,1,181,53,5,13,13,2,0,11,11,611542.2142,627431.2029,661028.6953,681720.3654,730368.9699,772193.5099,743311.7762,896295.2759,852369.0694,928988.0858,O14646,CHD1
PG248128,sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,911,64.32,44.13,14.38,1,227,57,18,21,16,5,0,13,11,622451.4364,643688.6786,720142.9229,841228.4468,764362.2507,1498895.118,781356.7221,862637.8478,857026.7105,928747.828,O43707,ACTN4
PG245817,sp|Q53GS9|SNUT2_HUMAN U4/U6.U5 tri-snRNP-associated protein 2 OS=Homo sapiens GN=USP39 PE=1 SV=2,565,47.79,47.79,7.434,1,227,31,0,14,12,0,0,13,11,748410.0695,777335.8099,771141.5571,678428.0181,797656.8702,849701.1921,828454.9678,868843.3735,863256.6443,929766.9157,Q53GS9,USP39
PG249447,sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens GN=BOP1 PE=1 SV=2,746,55.5,55.5,5.362,1,122,36,0,11,11,0,0,11,11,765717.1655,814372.2487,821505.141,898165.5161,865223.9488,941157.0081,986721.483,991412.9284,1078393.292,1201066.134,Q14137,BOP1
PG256501,sp|Q96SB4|SRPK1_HUMAN SRSF protein kinase 1 OS=Homo sapiens GN=SRPK1 PE=1 SV=2,655,36.03,31.76,16.34,1,95,27,4,16,15,4,0,12,11,819675.6118,863419.1693,888027.8743,992107.9425,999960.1008,979357.4775,963806.2002,1091209.989,1029218.613,1038763.089,Q96SB4,SRPK1
PG254270,sp|Q9UKX7|NUP50_HUMAN Nuclear pore complex protein Nup50 OS=Homo sapiens GN=NUP50 PE=1 SV=2,468,56.62,56.62,23.08,1,61,21,0,11,11,0,2.96126848543514E-314,11,11,859790.6627,923400.4291,959716.3941,986287.5017,965920.6533,894208.8834,989473.9008,1027101.842,1064443.719,1010530.763,Q9UKX7,NUP50
PG244988,sp|P31930|QCR1_HUMAN Cytochrome b-c1 complex subunit 1; mitochondrial OS=Homo sapiens GN=UQCRC1 PE=1 SV=3,480,58.33,56.88,15.63,1,84,24,1,16,13,1,5.73956060773776E-320,13,11,863046.3499,899702.7715,870128.7973,968373.2706,878889.2732,891520.1807,934051.6835,1011101.635,1009183.557,1012882.871,P31930,UQCRC1
PG249066,sp|Q92888-3|ARHG1_HUMAN Isoform 3 of Rho guanine nucleotide exchange factor 1 OS=Homo sapiens GN=ARHGEF1,927,50.81,22.33,12.94,2,179,50,31,25,21,10,0,11,11,867744.7252,895638.3431,893182.2861,974945.4661,1009389.794,953011.2661,988099.0741,1044962.831,1001333.83,913886.055,Q92888|Q92888-3,ARHGEF1
PG242107,sp|P14317|HCLS1_HUMAN Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=1 SV=3,486,42.18,42.18,21.81,1,108,23,0,18,11,0,5.82156106291451E-314,18,11,896486.9245,956840.6969,957500.7837,1164556.37,1001816.2,1084759.246,1074478.913,1157568.805,1150484.932,1202224.021,P14317,HCLS1
PG252814,sp|P52306-5|GDS1_HUMAN Isoform 5 of Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens GN=RAP1GDS1,608,45.56,44.41,1.151,2,110,24,1,13,12,1,0,12,11,940183.8775,1028078.215,1077740.667,1154507.016,1134912.467,1052797.899,1189772.287,1271364.266,1334120.527,1460109.957,P52306|P52306-5,RAP1GDS1
PG251828,sp|O00429-3|DNM1L_HUMAN Isoform 2 of Dynamin-1-like protein OS=Homo sapiens GN=DNM1L,710,57.75,57.75,13.66,1,189,41,0,12,11,0,0,12,11,1011982.417,1070367.132,1061050.711,1194252.883,1201740.243,1275115.78,1247974.756,1454672.839,1426568.109,1494051.91,O00429-3,DNM1L
PG243065,sp|P17252|KPCA_HUMAN Protein kinase C alpha type OS=Homo sapiens GN=PRKCA PE=1 SV=4,672,42.71,29.17,10.27,1,106,30,12,15,15,4,0,11,11,1026899.092,1074755.497,1108743.193,1194258.355,1175356.359,1178299.355,1169200.942,1260899.656,1230749.112,1220972.067,P17252,PRKCA
PG250677,sp|P35606|COPB2_HUMAN Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2,906,54.53,54.53,11.7,2,166,45,0,12,12,0,0,11,11,1069314.179,1047411.183,1037020.886,1081490.405,1047139.361,937597.88,921759.3029,998961.8388,903768.1226,874502.8506,P35606|P35606-2,COPB2
PG255264,sp|Q15008|PSMD6_HUMAN 26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1,389,57.58,57.58,16.97,1,113,28,0,17,11,0,0,16,11,1071076.694,1085964.632,1160458.397,1345969.661,1303892.705,1205438.981,1168066.201,1277931.424,1214281.394,1250002.452,Q15008,PSMD6
PG247191,sp|Q9ULW0|TPX2_HUMAN Targeting protein for Xklp2 OS=Homo sapiens GN=TPX2 PE=1 SV=2,747,59.17,59.17,28.51,1,196,51,0,12,11,0,0,12,11,1089169.165,1113204.826,1062799.359,918782.2938,1194387.253,1313245.239,1209936.857,1370335.109,1408891.77,1509324.43,Q9ULW0,TPX2
PG244831,sp|P29350-2|PTN6_HUMAN Isoform 3 of Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens GN=PTPN6,556,53.24,46.94,5.216,1,102,26,3,12,12,1,0,11,11,1094098.399,1131384.557,1134871.386,1175468.94,1278232.417,1340793.162,1385005.888,1466990.571,1413197.43,1490355.743,P29350-2,PTPN6
PG253138,sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens GN=HAT1 PE=1 SV=1,419,60.86,60.86,8.115,1,82,21,0,13,11,0,4.52E-286,13,11,1141154.304,1163276.195,1189649.64,1194593.953,1245245.934,1368940.987,1273707.401,1378161.043,1438019.093,1499870.828,O14929,HAT1
PG243521,sp|P49257|LMAN1_HUMAN Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2,510,38.63,37.45,10.2,1,76,20,1,15,12,1,4.31E-283,14,11,1185766.672,1255965.087,1230977.604,1059283.295,1205090.44,1085125.784,1332620.638,1302514.841,1370432.551,1423702.354,P49257,LMAN1
PG256546,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1,826,21.67,21.67,7.143,1,151,21,0,12,11,0,8.66E-298,12,11,1186911.167,1261591.907,1216614.737,976911.5163,1173432.916,1081703.646,1154969.321,1088712.368,1126523.091,994529.2104,Q8TCJ2,STT3B
PG254996,sp|P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5 OS=Homo sapiens GN=PPP5C PE=1 SV=1,499,30.26,30.26,9.018,2,43,16,0,11,11,0,1.03E-235,11,11,1196496.753,1230129.883,1203106.787,1270556.76,1204481.168,1193197.856,1170628.534,1039022.325,1103233.632,1037048.382,P53041|H0YDU8,PPP5C
PG247499,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3,494,62.55,62.55,22.67,1,81,32,0,12,12,0,0,11,11,1207336.217,1238553.783,1252073.373,1309214.684,1271493.114,1169949.998,1092226.585,983629.585,993484.2133,843572.3921,P54578,USP14
PG251974,sp|P60228|EIF3E_HUMAN Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens GN=EIF3E PE=1 SV=1,445,55.96,55.96,13.03,1,101,25,0,15,11,0,0,15,11,1219962.06,1324996.474,1317786.49,1273569.227,1252302.709,1415432.733,1419547.685,1381904.493,1554724.129,1614235.916,P60228,EIF3E
PG253309,sp|Q8N1G4|LRC47_HUMAN Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1,583,48.2,48.2,18.01,1,100,32,0,12,11,0,0,11,11,1223482.302,1266944.907,1228173.181,1230054.552,1311386.194,1464774.5,1356812.968,1538791.196,1518863.729,1560738.089,Q8N1G4,LRRC47
PG247606,sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,617,48.3,47.16,5.835,2,86,25,1,12,11,0,0,12,11,1250392.335,1304809.051,1254770.035,1323881.737,1307204.357,1259653.413,1253951.148,1205457.95,1181540.956,1143994.985,P38606|P38606-2,ATP6V1A
PG256173,tr|J3KNL2|J3KNL2_HUMAN Septin-1 OS=Homo sapiens GN=SEPT1 PE=1 SV=2,414,69.81,65.7,28.02,2,189,32,4,16,13,2,0,13,11,1304016.968,1335405.315,1309722.04,1500405.873,1342388.739,1296321.762,1349308.775,1341438.423,1284276.574,1231779.516,Q8WYJ6|J3KNL2,SEPT1
PG248318,tr|H7C2I1|H7C2I1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=1,371,70.62,70.62,24.53,6,169,26,0,15,13,0,0,12,11,1315089.57,1351442.011,1331703.784,1516003.701,1427913.819,1363106.316,1330064.453,1389652.027,1354904.911,1201225.705,Q99873|Q99873-2|Q99873-3|Q99873-4|H7C2I1|E9PKG1,PRMT1
PG255230,tr|A0A087X2I1|A0A087X2I1_HUMAN 26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1,403,66.25,66.25,14.14,2,119,25,0,18,12,0,0,16,11,1347625.106,1334808.279,1354738.2,1366721.425,1288454.295,1136685.219,1192302.907,1111832.803,1159197.067,1099323.175,P62333|A0A087X2I1,PSMC6
PG248100,sp|P61981|1433G_HUMAN 14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2,247,81.38,61.54,10.53,1,106,20,7,29,16,5,1.92E-284,14,11,1156227.479,1057504.896,1332950.437,1338745.617,1414086.249,1711376.372,1469311.975,1344833.184,1389857.057,1299252.936,P61981,YWHAG
PG253230,sp|O75367|H2AY_HUMAN Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY PE=1 SV=4,372,60.48,53.49,11.56,3,135,22,2,21,16,1,0,13,11,1421032.297,1357172.443,1406220.876,1013360.37,1318404.204,1230720.753,1287930.78,1246507.238,1242019.182,1245489.269,O75367|O75367-2|O75367-3,H2AFY
PG252586,sp|O15117-3|FYB_HUMAN Isoform 3 of FYN-binding protein OS=Homo sapiens GN=FYB,839,42.91,42.91,11.08,3,104,27,0,11,11,0,0,11,11,1439618.501,1591317.792,1503411.505,1581583.028,1605825.363,1814235.054,1738511.692,1814509.087,1839559.461,1979098.482,O15117|O15117-2|O15117-3,FYB
PG242438,sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,406,68.23,34.98,15.52,1,267,30,17,46,22,10,0,23,11,1464017.535,1462629.768,1589015.562,1654967.536,1709032.424,1733419.991,1583216.822,1770268.827,1613279.292,1553027.946,P60842,EIF4A1
PG248708,sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1,394,51.78,51.78,12.44,1,114,20,1,19,14,0,6.31E-300,14,11,1496704.129,1529731.445,1488025.035,1720614.017,1676157.226,1611976.659,1697266.252,1758117.095,1781193.578,1724806.807,P61160,ACTR2
PG251455,sp|O75937|DNJC8_HUMAN DnaJ homolog subfamily C member 8 OS=Homo sapiens GN=DNAJC8 PE=1 SV=2,253,54.55,54.55,37.94,1,47,19,0,14,12,0,2.41E-258,13,11,1543397.324,1589868.194,1551630.715,1502079.678,1713085.863,1795419.324,1627498.959,1744946.868,1750978.4,1743694.751,O75937,DNAJC8
PG255819,sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,463,70.84,70.84,14.25,1,124,29,0,17,13,0,0,14,11,1584294.937,1684783.401,1561135.017,1751507.186,1587181.078,1602082.886,1587485.685,1616376.7,1685536.587,1604041.737,Q9Y230,RUVBL2
PG247027,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3,248,71.37,36.29,45.97,1,148,38,22,45,30,17,0,11,11,1244933.807,1338359.524,1259278.538,1423630.47,1292315.357,1534765.479,1459191.716,1379928.891,1400672.224,1414990.721,P67936,TPM4
PG248418,sp|O95831|AIFM1_HUMAN Apoptosis-inducing factor 1; mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1,613,54.65,54.65,13.21,2,84,31,0,12,11,0,0,12,11,1608705.196,1704061.278,1602143.19,1678891.177,1650352.771,1707115.727,1803058.557,1736531.955,1796885.74,1986992.99,O95831|O95831-3,AIFM1
PG255209,sp|Q9UMS4|PRP19_HUMAN Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1,504,56.94,56.94,11.51,1,99,21,0,17,12,0,7.57E-293,16,11,1722276.717,1803834.581,1870208.176,1869791.314,1704797.49,1671190.699,1700642.518,1573058.45,1631156.91,1483701.242,Q9UMS4,PRPF19
PG247345,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens GN=TXNDC5 PE=1 SV=2,432,49.31,47.92,2.083,1,73,19,1,14,13,1,1.06E-286,12,11,1766778.65,1837081.72,1724650.162,2064829.204,1830619.255,2168558.501,1835811.078,1908036.181,1867231.85,1804708.587,Q8NBS9,TXNDC5
PG242549,sp|P52292|IMA1_HUMAN Importin subunit alpha-1 OS=Homo sapiens GN=KPNA2 PE=1 SV=1,529,44.99,44.99,12.29,1,100,24,0,14,11,0,0,14,11,1783286.942,1822381.94,1836332.786,1708231.676,1786073.906,1715982.922,1798874.001,1789828.564,1735556.239,1690299.809,P52292,KPNA2
PG255445,sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1,305,56.07,53.44,29.18,1,116,18,2,19,13,2,3.28E-273,15,11,1826467.588,1854074.929,1940344.195,1914469.679,1943602.922,1788549.411,1756891.637,1869884.803,1822668.179,1515348.919,Q13151,HNRNPA0
PG249123,sp|P48047|ATPO_HUMAN ATP synthase subunit O; mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1,213,63.85,63.85,14.08,1,51,14,0,14,12,0,2.39E-211,11,11,1878544.759,2042789.087,1821376.203,1905533.349,1936219.632,2057664.047,2084817.007,2044202.249,2105244.633,2088485.358,P48047,ATP5O
PG245156,tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) OS=Homo sapiens GN=RAN PE=1 SV=1,234,55.98,55.98,25.21,2,108,18,0,27,14,0,1.72E-284,16,11,1872753.259,1771589.112,1763013.497,2131052.313,2022897.261,2112418.148,2040407.928,2163472.872,1811928.335,1508409.498,P62826|J3KQE5,RAN
PG248389,sp|P15121|ALDR_HUMAN Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3,316,75.32,72.15,11.08,1,92,20,1,14,12,0,1.26E-278,12,11,1683026.168,1601553.911,1728031.258,1920436.491,1755090.455,1736258.011,1866250.337,1851467.591,1848014.843,1805335.42,P15121,AKR1B1
PG242749,sp|P04264|K2C1_HUMAN Keratin; type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6,644,32.92,29.81,1.553,1,28,18,2,13,13,2,1.57E-255,11,11,2434873.09,1276149.845,1438685.495,1483724.085,1737482.251,1705265.682,1466224.486,1204512.218,1066833.971,1385714.561,P04264,KRT1
PG255615,sp|P46781|RS9_HUMAN 40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3,194,72.16,72.16,44.33,1,141,25,0,20,16,0,2.9001371793463E-317,12,11,1741330.553,1743129.711,1740085.509,1604769.996,1562252.5,1727099.413,1415466.939,1371873.277,1586362.642,1296263.559,P46781,RPS9
PG247939,sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,255,75.69,72.55,49.02,1,163,25,3,40,13,1,0,33,11,2474530.697,2415949.133,2754547.184,2871863.606,2564808.253,3000363.478,2617058.845,2386846.887,2428013.872,2198547.454,P62258,YWHAE
PG242068,sp|P26583|HMGB2_HUMAN High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2,209,76.56,57.89,35.89,1,100,24,7,40,18,6,0,23,11,2802339.6,2868675.588,2910688.707,2425031.034,2752242.394,2650240.125,3063802.694,3194062.32,3159091.799,2994511.483,P26583,HMGB2
PG244955,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4,211,61.14,61.14,35.07,1,105,21,0,24,17,0,2.15E-284,15,11,2064994.283,2146183.689,2156269.247,2013293.844,1957206.282,2344342.241,2082109.774,2035271.111,2023105.311,2067458.776,P26373,RPL13
PG255626,sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2,145,73.79,73.79,42.07,1,76,18,0,24,15,0,3.32E-281,15,11,1965381.247,1992212.308,1852336.725,1675714.844,1754888.9,2043220.14,1884100.065,1762497.512,1885816.58,1779565.075,P39019,RPS19
PG253106,sp|P16402|H13_HUMAN Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,221,69.23,38.46,45.25,1,250,33,14,69,25,11,0,17,11,3390053.52,3335932.819,3361281.848,2058752.407,2941531.435,3154983.632,3230197.194,3279269.503,3020391.745,3035758.173,P16402,HIST1H1D
