Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG242259,sp|Q9BUJ2|HNRL1_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2,856,45.79,45.09,17.76,2,140,38,1,19,19,0,0,18,18,214970.6843,194914.6984,249806.8032,235391.8177,216971.4081,215276.3178,204711.3453,201055.0144,227711.4936,243940.2607,Q9BUJ2|Q9BUJ2-2,HNRNPUL1
PG254011,sp|O94776|MTA2_HUMAN Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,668,62.43,57.19,15.87,1,144,41,5,20,18,2,0,18,16,305800.2074,300862.7852,357939.1275,345501.8456,263970.4356,343552.6489,338929.2193,347713.8342,345115.9667,360637.1598,O94776,MTA2
PG252719,sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,1532,28.98,28.98,1.632,3,92,39,0,18,18,0,0,18,18,252448.0357,254671.1192,218063.1095,231471.6888,240554.3976,236376.3806,225619.8568,231630.7028,243332.1928,240378.3848,P35573|P35573-2|P35573-3,AGL
PG254685,sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4,612,53.59,53.59,13.4,1,168,29,0,18,18,0,0,18,18,306800.8239,310656.4222,295616.1315,298057.5072,297247.7464,279265.6559,285858.5476,277426.1156,289166.5505,291694.1405,Q96G03,PGM2
PG245713,sp|Q14684|RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3,758,50.4,50.4,17.81,1,183,38,0,18,16,0,0,18,16,258813.6115,291099.2262,307954.2172,285490.4801,260239.1231,287256.893,279630.0174,282883.2235,306184.4741,303475.3566,Q14684,RRP1B
PG244600,sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B PE=1 SV=1,1447,38.15,21.15,10.71,2,248,62,30,24,23,6,0,18,17,223535.1361,224845.8622,268603.0731,240875.2661,177351.9293,238732.5703,236310.9416,242934.9558,247528.2491,234500.2756,Q9NTI5|Q9NTI5-2,PDS5B
PG252441,sp|Q9NVI1|FANCI_HUMAN Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4,1328,31.55,31.55,4.142,1,87,36,0,19,16,0,0,18,15,253637.3226,258580.8608,242667.9127,235253.0054,229758.3495,227821.7879,229749.7748,220090.6471,236642.7673,225919.1651,Q9NVI1,FANCI
PG246440,sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2,451,52.33,52.33,18.85,1,71,22,0,19,15,0,2.455506259831E-321,18,14,289485.3355,288896.7774,256358.213,257425.7089,270547.0853,264108.4199,262428.0136,244829.0341,270981.3384,258761.5112,P23258,TUBG1
PG250870,sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1,391,52.94,50.9,17.9,2,82,19,1,19,15,1,8.56E-297,18,14,172643.5862,159130.6521,176254.9149,153881.1507,170676.7082,150789.2999,158611.7364,149212.5199,156129.9775,158340.1967,P68400|E7EU96,CSNK2A1
PG250417,sp|P50416|CPT1A_HUMAN Carnitine O-palmitoyltransferase 1; liver isoform OS=Homo sapiens GN=CPT1A PE=1 SV=2,773,32.86,32.86,0,1,50,24,0,18,17,0,2.75E-295,18,17,291690.7555,277649.0543,247760.5555,240563.4117,239323.9033,250491.2062,250765.3286,241619.2136,225840.2289,234095.0532,P50416,CPT1A
PG244955,sp|P26373|RL13_HUMAN 60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4,211,61.14,61.14,35.07,1,105,21,0,18,11,0,2.15E-284,18,11,264883.9483,245408.8559,231851.278,253757.4311,262135.2146,246218.4329,250516.4359,248468.9325,261117.25,268075.5135,P26373,RPL13
PG248389,sp|P15121|ALDR_HUMAN Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3,316,75.32,72.15,11.08,1,92,20,1,20,15,1,1.26E-278,18,14,246167.6157,250076.9759,229576.3383,229586.2489,245669.0746,213451.1566,229722.447,214315.1839,236102.3718,219897.0443,P15121,AKR1B1
PG248359,sp|Q4G176|ACSF3_HUMAN Acyl-CoA synthetase family member 3; mitochondrial OS=Homo sapiens GN=ACSF3 PE=1 SV=3,576,36.63,35.42,1.215,1,42,18,1,18,14,0,9.92E-242,18,14,254578.2786,257153.5729,209611.5661,209641.7475,215396.3308,209382.8872,202939.6394,195926.0628,199648.0079,195022.8169,Q4G176,ACSF3
PG242365,sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2,346,45.66,43.35,0,2,108,12,1,19,9,1,1.27E-173,18,8,146873.2862,151109.9952,204135.5938,180701.0885,194668.1068,153582.4594,180448.7228,159594.6134,169264.272,169601.7507,P31942|P31942-2,HNRNPH3
PG248540,sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,609,9.36,9.36,3.448,3,101,8,0,24,4,0,5.96E-99,18,4,39051.5008,38376.21764,77060.69316,47690.46424,397443.6479,416788.1672,422048.253,407947.2576,441450.9015,404903.6275,P02768|A0A0C4DGB6|H0YA55,ALB
PG244294,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4,594,68.35,68.35,26.26,1,272,47,0,20,16,0,0,19,15,227938.7175,218857.8132,270293.1762,248244.171,177532.9679,258563.3134,232672.6701,261700.2751,253629.9413,267054.0633,O00567,NOP56
PG250947,sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3,759,46.51,37.42,11.99,1,95,38,11,27,26,8,0,19,18,161607.0366,163023.2187,160931.3302,171307.6016,146470.7143,151545.1697,151965.1903,155024.8333,156788.9884,163171.5119,Q13619,CUL4A
PG251985,sp|Q8N766|EMC1_HUMAN ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1,993,32.23,32.23,3.424,3,64,25,0,19,18,0,0,19,18,229348.5029,221207.6141,211740.2763,196875.6112,190357.8802,203185.2736,207992.5825,211115.7194,209134.0153,210332.5622,Q8N766|Q8N766-2|Q8N766-3,EMC1
PG256790,sp|P49750-4|YLPM1_HUMAN Isoform 4 of YLP motif-containing protein 1 OS=Homo sapiens GN=YLPM1,2146,26.37,24.65,3.774,2,147,53,2,20,19,1,0,19,18,137590.4972,149595.0818,157673.3025,163645.8344,152263.8183,152377.3114,144222.6747,145289.1228,158770.7171,142693.9027,P49750|P49750-4,YLPM1
PG256377,sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2,627,52.79,52.79,9.569,1,104,34,0,19,16,0,0,19,16,370736.4782,353450.4291,338466.6157,322953.2534,332456.7756,311316.8853,328242.2367,320447.0435,321893.0382,320506.6671,Q9UHB9,SRP68
PG254253,sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1,1391,34.51,34.51,0.5032,2,100,36,0,20,19,0,0,19,18,276648.6354,271993.6635,233090.392,247851.7845,227654.7539,234029.8574,239043.5558,233259.4698,218110.3941,221525.9219,O75694|O75694-2,NUP155
PG242719,sp|Q13576|IQGA2_HUMAN Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens GN=IQGAP2 PE=1 SV=4,1575,24.06,21.84,2.54,1,73,36,6,24,22,2,0,19,19,247700.8688,245378.1454,233891.18,211875.4291,207647.5688,225621.2947,224001.8386,239650.852,231947.9623,227877.0192,Q13576,IQGAP2
PG256758,sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens GN=TTLL12 PE=1 SV=2,644,65.37,65.37,18.79,1,96,32,0,19,17,0,0,19,17,224222.7893,242555.9377,193567.4612,221547.75,190941.9165,209501.0548,188423.0804,206176.5075,187003.3493,198071.5892,Q14166,TTLL12
PG253686,sp|P31153|METK2_HUMAN S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1,395,58.99,57.47,15.44,1,98,26,1,19,13,0,0,19,13,202529.7423,191958.9974,185439.5827,177433.0615,183162.3999,171220.4091,173599.327,172940.2514,188377.8356,186619.1339,P31153,MAT2A
PG245457,sp|P27694|RFA1_HUMAN Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2,616,56.01,56.01,14.29,1,133,33,0,19,16,0,0,19,16,266654.7143,260352.8202,226134.5806,228711.2239,247019.4219,232697.2757,238079.0783,225085.21,241835.0253,234130.2041,P27694,RPA1
PG251475,sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1; mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2,558,55.56,55.56,16.49,1,112,30,0,19,18,0,0,19,18,297454.2859,280057.0765,230005.2579,241811.6003,248164.4883,230794.8661,228733.6492,219894.4579,218696.7078,220238.2943,P00367,GLUD1
PG247160,sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2,765,55.29,51.9,10.07,1,147,45,4,23,19,3,0,19,16,276253.1195,248301.3483,347432.2269,298556.1399,197926.2067,313209.7126,288083.558,309394.5766,320057.3929,333686.8331,P11387,TOP1
PG245029,sp|Q92878-2|RAD50_HUMAN Isoform 2 of DNA repair protein RAD50 OS=Homo sapiens GN=RAD50,1318,27.62,27.62,4.628,2,102,38,0,19,19,0,0,19,19,418414.0387,424934.0568,349892.6419,385650.7806,374159.6215,360909.8678,360882.2449,351453.3113,355606.7341,359618.1077,Q92878|Q92878-2,RAD50
PG247939,sp|P62258|1433E_HUMAN 14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1,255,75.69,72.55,49.02,1,163,25,3,24,15,2,0,19,13,267090.1241,269992.7219,260244.1139,282146.044,282931.6072,257406.3204,278639.9013,266551.2223,268306.1536,262430.9507,P62258,YWHAE
PG244860,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,919,38.08,38.08,5.441,2,99,36,0,19,18,0,0,19,18,375797.3399,376669.0188,335353.8578,352009.9738,362575.0192,346249.8202,346202.0168,332689.0765,352739.4312,341414.3355,P55786|E9PLK3,NPEPPS
PG255977,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1,501,57.49,57.49,18.76,1,96,30,0,19,18,0,0,19,18,290185.3566,289407.7343,276660.762,288378.7868,292776.0859,264804.8819,274250.2261,269101.048,278999.9597,270454.3781,Q12874,SF3A3
PG244141,sp|P46087-4|NOP2_HUMAN Isoform 4 of Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase OS=Homo sapiens GN=NOP2,845,42.49,42.49,8.402,3,158,37,0,19,19,0,0,19,19,270377.4459,260836.6477,392997.2799,346630.4573,244382.465,332500.0241,319621.949,337642.9525,354475.3727,356431.7272,P46087|P46087-2|P46087-4,NOP2
PG243266,sp|P06239-3|LCK_HUMAN Isoform 3 of Tyrosine-protein kinase Lck OS=Homo sapiens GN=LCK,539,62.15,60.67,9.091,2,155,24,2,22,18,2,0,19,15,222089.6403,216857.3951,198271.2931,203910.8311,212340.2427,191149.7857,192510.5845,196594.6937,185338.2925,187259.8232,P06239|P06239-3,LCK
PG256369,sp|O00267-2|SPT5H_HUMAN Isoform 2 of Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H,1083,35.83,35.83,5.171,1,114,35,0,20,20,0,0,19,19,197223.8862,194998.1728,187765.0502,176188.2528,181135.2734,176229.9126,178869.2602,180529.8254,172732.2916,172560.6383,O00267-2,SUPT5H
PG253462,sp|Q14676|MDC1_HUMAN Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens GN=MDC1 PE=1 SV=3,2089,42.13,42.13,8.186,1,266,63,0,19,18,0,0,19,18,126035.227,123780.378,168032.7972,152448.5759,106002.8691,162610.4223,139487.4315,148355.6302,164094.4882,163168.4182,Q14676,MDC1
PG251453,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens GN=DNAJC7 PE=1 SV=2,494,54.45,54.45,13.56,1,103,29,0,19,16,0,0,19,16,342181.7155,354480.0333,371698.7241,381241.7525,386477.4471,344534.3465,373192.0233,367431.3984,338154.1416,327844.1821,Q99615,DNAJC7
PG247358,sp|Q9Y4A5|TRRAP_HUMAN Transformation/transcription domain-associated protein OS=Homo sapiens GN=TRRAP PE=1 SV=3,3859,17.75,17.75,2.099,2,133,65,0,19,19,0,0,19,19,264553.0949,267931.0656,271941.0729,262169.1443,241557.9415,264164.4732,264334.0597,252478.1945,262940.4986,260274.4288,Q9Y4A5|Q9Y4A5-2,TRRAP
PG247836,sp|O75717|WDHD1_HUMAN WD repeat and HMG-box DNA-binding protein 1 OS=Homo sapiens GN=WDHD1 PE=1 SV=1,1129,41.9,41.9,11.34,1,130,41,0,19,19,0,0,19,19,270284.9919,277557.2256,245375.4318,247820.6957,238290.4498,237639.3003,230955.6957,223506.878,238670.344,226594.8615,O75717,WDHD1
PG244237,sp|O60287|NPA1P_HUMAN Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4,2271,18.67,18.41,1.805,1,71,33,1,24,20,1,0,19,18,211533.2114,211828.57,222275.408,199915.1503,163596.3206,213778.4869,198513.7024,215712.566,209438.0452,210514.1329,O60287,URB1
PG244819,sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3,422,63.98,63.98,24.41,1,118,31,0,19,17,0,0,19,17,294000.7837,286428.8239,251278.137,269971.279,273702.0921,246425.2156,254364.8551,260035.4879,261933.3016,255682.1537,O00231,PSMD11
PG254961,sp|Q9H307|PININ_HUMAN Pinin OS=Homo sapiens GN=PNN PE=1 SV=4,717,53.28,53.28,22.45,1,166,46,0,19,17,0,0,19,17,244455.8042,244729.0603,262389.0145,264275.4272,271872.3136,249197.5871,246362.0128,232817.2402,249647.3669,249284.8683,Q9H307,PNN
PG247917,sp|P08195-4|4F2_HUMAN Isoform 4 of 4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2,661,29.8,29.8,11.2,6,76,21,0,19,16,0,0,19,16,333372.6076,328390.7184,285777.3271,296445.3574,307186.4427,284690.9132,307794.2144,299354.3091,289074.8977,273464.8472,P08195|P08195-2|P08195-3|P08195-4|J3KPF3|F5GZS6,SLC3A2
PG245539,sp|P31350-2|RIR2_HUMAN Isoform 2 of Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2,449,50.78,45.43,15.37,2,150,23,2,20,16,1,0,19,15,250074.0738,263854.4347,222728.5402,241417.5401,274427.2207,257890.7728,256865.7633,255802.4307,249402.4006,270733.1214,P31350|P31350-2,RRM2
PG251952,sp|P31689|DNJA1_HUMAN DnaJ homolog subfamily A member 1 OS=Homo sapiens GN=DNAJA1 PE=1 SV=2,397,60.2,57.43,13.35,1,95,22,2,21,12,1,1.62053531835929E-321,19,11,196484.6693,193453.3742,162422.8301,171994.0436,173128.3959,152697.2081,164623.1654,160378.4881,151956.5315,145367.2276,P31689,DNAJA1
PG256629,sp|Q99536|VAT1_HUMAN Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2,393,67.43,67.43,24.43,1,96,22,0,21,14,0,3.46834083380555E-321,19,13,276823.2773,270595.5394,272023.5856,277324.2566,263553.28,250056.1648,262701.7719,250741.0845,272879.4214,263331.8738,Q99536,VAT1
PG245605,sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2,257,73.54,73.54,38.91,1,124,24,0,19,11,0,3.35E-304,19,11,162921.3728,152627.8137,179688.3526,160988.345,213311.744,179705.8981,170184.9132,174241.5091,164203.3404,172985.2214,P62917,RPL8
PG246908,sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens GN=TIMM44 PE=1 SV=2,452,43.81,43.81,5.088,1,74,21,0,19,17,0,1.51E-303,19,17,331643.4285,316449.7742,268424.8273,275823.425,276719.5734,269780.2917,259110.5368,258010.5207,260159.3607,256588.5153,O43615,TIMM44
PG252227,sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens GN=FDFT1 PE=1 SV=1,417,51.56,51.56,12.23,1,71,20,0,19,17,0,1.05E-296,19,17,274725.388,268134.1116,241683.8069,228342.4467,215751.7631,233736.5977,234798.0018,238246.8197,230423.4525,233936.1134,P37268,FDFT1
PG250575,sp|O75390|CISY_HUMAN Citrate synthase; mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2,466,42.49,42.49,13.3,2,89,22,0,19,14,0,3.13E-279,19,14,376600.0313,379603.7767,314469.1645,333423.7804,331772.2697,305716.0614,313957.8724,310721.3454,286022.3815,275809.0584,O75390|B4DJV2,CS
PG247639,sp|Q96QK1|VPS35_HUMAN Vacuolar protein sorting-associated protein 35 OS=Homo sapiens GN=VPS35 PE=1 SV=2,796,44.6,44.6,5.025,1,101,34,0,20,17,0,0,20,17,371131.4276,359738.8147,307499.9677,318789.7435,314774.5535,297204.2393,311409.4106,298812.8864,322742.7015,318747.7717,Q96QK1,VPS35
PG243683,sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3,2491,37.66,37.66,3.452,1,483,75,0,21,21,0,0,20,20,270091.4241,277775.8896,269814.6388,277571.7165,261762.5937,269487.1708,261705.4051,261707.6179,278061.113,273814.6541,P11717,IGF2R
PG255692,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,1094,29.25,27.33,1.645,1,82,24,2,22,20,1,0,20,19,264212.2962,259825.4582,237595.0366,253787.4603,255378.4667,225112.06,235711.7442,232405.2872,228126.514,231754.8427,P53992,SEC24C
PG256565,sp|Q9HCS7|SYF1_HUMAN Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=1 SV=2,855,52.51,52.51,7.135,1,115,41,0,21,21,0,0,20,20,205562.227,205509.0494,214763.9894,208173.3402,203141.2302,201768.8629,201731.9864,189476.3592,194222.652,202058.2237,Q9HCS7,XAB2
PG264019,tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog; mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=1,845,49.35,49.35,12.66,1,136,38,0,20,18,0,0,20,18,553564.0089,541418.4076,466090.501,470921.2136,461357.6909,456947.0841,454991.1028,446592.6047,440582.0668,447905.7916,K7EKE6,LONP1
PG245745,sp|Q8IY81|SPB1_HUMAN pre-rRNA processing protein FTSJ3 OS=Homo sapiens GN=FTSJ3 PE=1 SV=2,847,34.59,34.59,6.257,1,101,26,0,21,19,0,0,20,18,346996.623,344953.7279,369749.8272,348612.1818,286847.4512,354287.8024,324532.8509,338247.8903,337339.2386,342413.3053,Q8IY81,FTSJ3
PG252627,sp|P07954-2|FUMH_HUMAN Isoform Cytoplasmic of Fumarate hydratase; mitochondrial OS=Homo sapiens GN=FH,467,62.53,62.53,5.782,1,94,22,0,20,15,0,0,20,15,252898.937,255449.3274,236622.4764,243527.9509,249106.3942,229101.7662,240330.8736,225713.1914,236237.0286,228740.3173,P07954-2,FH
PG256126,tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2,437,70.02,67.96,34.32,3,143,39,2,24,20,2,0,20,18,225709.671,243683.7441,240240.9632,245846.6935,270286.8246,247724.0229,266730.4507,250480.1227,265145.5824,256517.0199,Q16181|Q16181-2|E7EPK1,7-Sep
PG242438,sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1,406,68.23,34.98,15.52,1,267,30,17,41,22,12,0,20,10,291568.9097,295861.8401,258149.4154,287785.7513,268917.7961,255480.4928,259103.947,265245.1908,257178.3929,252772.6715,P60842,EIF4A1
PG246403,sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2,1098,30.05,29.51,8.106,2,111,41,1,21,20,1,0,20,19,357755.3758,335862.9815,339189.1422,350013.3378,332749.5642,324706.2635,319188.3252,314791.906,323039.4482,326818.2139,O14776|O14776-2,TCERG1
PG252527,tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=1,711,59.63,57.52,21.66,2,244,44,4,22,18,2,0,20,16,351548.2734,357645.9033,322714.7613,342601.2801,339177.2684,320055.9141,316866.9321,313007.8389,328228.9041,326811.5678,Q92945|A0A087WTP3,KHSRP
PG246129,sp|Q9NSE4|SYIM_HUMAN Isoleucine--tRNA ligase; mitochondrial OS=Homo sapiens GN=IARS2 PE=1 SV=2,1012,34.49,34.49,2.075,1,90,30,0,20,17,0,0,20,17,363494.7887,354865.5284,289147.9393,304404.2898,303008.9221,296606.3816,288221.4744,287333.6405,283588.205,293357.5932,Q9NSE4,IARS2
PG259739,tr|A0A024R4E5|A0A024R4E5_HUMAN High density lipoprotein binding protein (Vigilin); isoform CRA_a OS=Homo sapiens GN=HDLBP PE=1 SV=1,1268,33.04,33.04,4.022,1,108,38,0,20,17,0,0,20,17,197883.7586,199969.756,237417.7413,207887.8222,186086.6033,201718.7979,199860.9459,189193.7927,238431.0239,210531.9729,A0A024R4E5,HDLBP
PG255378,sp|Q9BQ52|RNZ2_HUMAN Zinc phosphodiesterase ELAC protein 2 OS=Homo sapiens GN=ELAC2 PE=1 SV=2,826,47.82,46.97,9.806,1,116,34,1,22,22,1,0,20,20,180732.6007,191271.3759,223176.7576,221616.8122,199323.7792,223901.2577,206236.96,219873.9508,220197.6845,219618.1922,Q9BQ52,ELAC2
PG243198,sp|P52732|KIF11_HUMAN Kinesin-like protein KIF11 OS=Homo sapiens GN=KIF11 PE=1 SV=2,1056,34.94,34.94,6.25,1,126,38,0,20,20,0,0,20,20,310921.9794,294447.5096,284889.1854,280104.1525,333565.9959,312444.9121,320422.4941,305702.8433,295010.6177,288376.1021,P52732,KIF11
PG250321,sp|Q8N163|CCAR2_HUMAN Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens GN=CCAR2 PE=1 SV=2,923,59.05,59.05,16.03,1,165,46,0,20,18,0,0,20,18,347215.2845,348964.6569,338042.2251,368593.2158,355050.0759,319528.0364,328281.758,327498.6631,311490.479,309709.135,Q8N163,CCAR2
PG251572,sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3,736,42.53,42.53,6.793,1,106,29,0,20,19,0,0,20,19,317341.5769,313788.3394,263888.4503,274646.8513,284720.4693,260853.2589,264662.4992,255444.1214,267424.5546,266559.081,P51659,HSD17B4
PG244032,sp|Q09161|NCBP1_HUMAN Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1,790,35.44,35.44,8.354,1,172,32,0,20,14,0,0,20,14,364564.9687,363926.1269,313858.0977,333659.2415,319119.2852,295270.8005,322788.435,311480.5761,322574.4237,309286.3909,Q09161,NCBP1
PG247970,sp|Q15067-2|ACOX1_HUMAN Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens GN=ACOX1,660,35.76,35.76,7.879,1,62,22,0,20,16,0,4.02964535558627E-317,20,16,252217.0408,261838.4713,215372.704,229137.849,227102.167,218338.7762,219839.4291,214111.058,201560.299,205839.8108,Q15067-2,ACOX1
PG253312,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1,307,57.65,57.65,21.82,1,78,21,0,20,16,0,5.96E-287,20,16,348439.8426,318800.5066,450610.5872,406899.2295,358600.6828,408529.6305,398621.7881,403599.7247,404865.337,405179.5121,Q96AG4,LRRC59
PG255591,sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3,152,58.55,58.55,42.11,1,101,20,0,20,16,0,4.50E-281,20,16,522692.4553,453183.6877,455469.2103,469689.7299,522861.0262,532907.5827,491519.9785,472885.4957,505864.6725,502178.31,P62269,RPS18
PG245672,sp|P62277|RS13_HUMAN 40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2,151,74.83,74.83,41.06,1,111,20,0,20,12,0,4.12E-259,20,12,278151.4181,250190.001,291462.8394,291643.0681,249911.8783,300841.8343,272769.3827,291349.907,291559.9395,289556.4258,P62277,RPS13
PG252965,sp|O76003|GLRX3_HUMAN Glutaredoxin-3 OS=Homo sapiens GN=GLRX3 PE=1 SV=2,335,43.58,43.58,9.851,1,88,15,0,20,15,0,1.34E-241,20,15,334743.7435,336859.4203,309618.3892,329405.76,374173.9741,316574.4644,306878.3509,310487.4991,301206.1572,297427.446,O76003,GLRX3
PG244953,sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2,204,62.75,62.75,19.12,1,120,19,0,21,11,0,8.52E-240,20,11,193837.4699,189359.8837,187062.5756,183855.7134,204096.9061,183035.3822,191502.5205,182833.3457,189217.1313,193247.7207,P61313,RPL15
PG245570,tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=1,153,43.14,43.14,33.33,3,120,13,0,20,10,0,7.44E-192,20,10,306907.3663,274220.6046,281259.8902,277102.7877,294441.1776,295286.1557,291366.6639,280043.9848,297916.7215,310994.2843,P62910|F8W727|D3YTB1,RPL32
PG251561,sp|Q9GZR7|DDX24_HUMAN ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1,859,48.08,48.08,11.18,2,135,41,0,22,20,0,0,21,19,247492.8187,218639.3757,294525.8462,260189.2659,206082.3374,279229.9215,258130.322,279493.9522,295388.4564,312096.2154,Q9GZR7|G3V529,DDX24
PG242551,sp|P12268|IMDH2_HUMAN Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens GN=IMPDH2 PE=1 SV=2,514,50.58,47.28,21.6,2,157,29,3,23,18,2,0,21,16,265029.9722,255393.7698,214047.5923,220362.2742,241927.4698,211025.7722,217594.5747,204973.12,214185.8321,197919.7272,P12268|H0Y4R1,IMPDH2
