Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Env_0Min_(TMT 127C PCN)	_Env_0Min_(TMT 128N PCN)	_Env_5Min_(TMT 129C PCN)	_Env_5Min_(TMT 130N PCN)	_Genome_5Min_(TMT 130C PCN)	_Genome_5Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	5min_1	5min_2	mean0min	mean5min	log05	pVal05	qVal05
PG247522	sp|Q96AE7|TTC17_HUMAN Tetratricopeptide repeat protein 17 OS=Homo sapiens GN=TTC17 PE=1 SV=1	1141	5.346	4.733	0.0	1	7	5	1	2	2	0	6.04e-73	2	2	5988.34521	8209.840038	6924.910857	6770.389664	8491.547428	8951.864523	Q96AE7	TTC17	Q96AE7	28431.193711	6813.31590925	6640.5231485	7279.97710975	7604.3779190000005	6726.919528875	7442.177514375	0.14577880276776095	0.0702401372976957	0.163925061717536
PG256062	sp|Q9GZR1|SENP6_HUMAN Sentrin-specific protease 6 OS=Homo sapiens GN=SENP6 PE=1 SV=2	1112	10.07	10.07	1.439	2	18	7	0	2	2	0	3.77e-107	2	2	6118.819518	6996.571122	6367.059649	6560.62169	7078.756302	6549.213452	Q9GZR1|Q9GZR1-2	SENP6	Q9GZR1	28338.498778999998	7585.68600625	6889.02211325	6757.31894275	7155.80613325	7237.35405975	6956.562538	-0.05708775167043815	0.509202822689072	0.399598279512447
PG242586	sp|P52333|JAK3_HUMAN Tyrosine-protein kinase JAK3 OS=Homo sapiens GN=JAK3 PE=1 SV=2	1124	3.381	3.381	0.0	2	3	2	0	1	1	0	1.41e-26	1	1	6552.003152	5777.038415	5412.706684	5961.661415	5909.643836	7321.788906	P52333|P52333-2	JAK3	P52333	28319.136061	8050.99024	7499.2893727499995	5432.49878375	7337.95682575	7775.139806375	6385.22780475	-0.2841305252241631	0.125408979972914	0.207830431455199
PG249878	sp|Q5T5Y3-3|CAMP1_HUMAN Isoform 3 of Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens GN=CAMSAP1	1613	14.32	14.32	1.116	2	60	13	0	1	1	0	1.08e-186	1	1	6262.669574	6379.246451	7820.867359	7669.436195	8760.139376	9539.644544	Q5T5Y3|Q5T5Y3-3	CAMSAP1	Q5T5Y3-3	28262.200744	6518.252786	8015.934295749999	7835.206133	5891.93017025	7267.093540874999	6863.568151625	-0.08241969372094862	0.640995895100415	0.445884285737556
PG268883	tr|B9A071|B9A071_HUMAN TBC1 domain family member 14 OS=Homo sapiens GN=TBC1D14 PE=1 SV=1	465	9.677	3.656	3.871	1	15	6	5	1	1	0	5.22e-63	1	1	6212.623555	5961.675386	6520.223751	4343.319214	8040.72889	8154.519713	B9A071	TBC1D14	B9A071	28206.453315	8711.48370175	7143.0467105	5643.6407715000005	6757.31894275	7927.265206124999	6200.479857125	-0.35444337201576587	0.0597273463186016	0.152622978946231
PG249617	sp|Q02224|CENPE_HUMAN Centromere-associated protein E OS=Homo sapiens GN=CENPE PE=1 SV=2	2701	4.628	4.147	0.3332	3	19	12	2	1	1	0	3.7399999999999996e-147	1	1	7186.294314	7883.130019	7332.816945	7234.12092	6748.921106	7590.830922	Q02224|Q02224-2|A0A087X0P0	CENPE	Q02224	28060.353289	7529.56357775	5697.23799	7895.905348	6983.4902805	6613.400783875	7439.69781425	0.16985168900135406	0.307271159507784	0.311373860275961
PG256802	sp|I3L1I5|YS060_HUMAN Putative uncharacterized protein LOC100996504 OS=Homo sapiens PE=5 SV=1	382	30.89	29.32	2.618	1	42	9	1	1	1	0	2.1e-111	1	1	6274.543371	5609.315448	6467.017987	6472.634043	7531.591237	6572.148536			I3L1I5	28039.271883	8285.3038655	7279.97710975	6022.33683425	6544.77184225	7782.640487625	6283.55433825	-0.3086788536438671	0.0254281969191668	0.113710435067418
PG256706	tr|L7N2F9|L7N2F9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1	121	35.54	13.22	19.83	4	11	5	4	4	4	3	2.76e-61	1	1	4639.606823	5601.664407	4355.402637	6233.210299	7635.191059	7186.126245	P63027|F8WCA0|J3QRU4	VAMP2	L7N2F9	28001.963547	8000.7420245	7519.50736075	5373.84975825	7181.4581582499995	7760.1246926250005	6277.65395825	-0.30585432862172923	0.0979676090504307	0.186779257445432
PG250818	tr|H0YAV5|H0YAV5_HUMAN Chromosome transmission fidelity protein 8 homolog (Fragment) OS=Homo sapiens GN=CHTF8 PE=1 SV=1	144	21.53	21.53	9.028	4	6	3	0	1	1	0	7.19e-44	1	1	6023.044714	7158.077185	5140.820597	5270.9007	5078.528317	4664.572947	P0CG13|H0YAV5|H3BPP1|J3KSJ7	CHTF8	H0YAV5	27995.514406	7981.284697499999	6903.9056005	6624.31045475	6551.32867175	7442.595149	6587.819563249999	-0.17600471956699884	0.120526850714227	0.204508261910881
PG242893	sp|P17612|KAPCA_HUMAN cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2	351	42.74	20.8	15.67	2	39	15	9	5	5	4	1.0400000000000001e-217	1	1	6567.270635	6902.647806	7868.797496	9517.438528	8766.06882	7400.149788	P17612|P17612-2	PRKACA	P17612	27898.958177	7543.878118	7094.28958825	7108.769371750001	6151.13074575	7319.083853124999	6629.950058750001	-0.14266507126403438	0.190204649583599	0.246885921593934
PG247526	sp|Q6IPR3|TYW3_HUMAN tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens GN=TYW3 PE=2 SV=2	259	15.83	15.83	0.0	1	4	3	0	2	2	0	1.3599999999999999e-48	2	2	7061.699853	6715.698807	7383.706906	7788.589143	7226.504833	8719.275574	Q6IPR3	TYW3	Q6IPR3	27853.410198999998	7226.6002825	6702.65026475	6663.37372025	7318.361722	6964.625273625	6990.867721125	0.005425805237857051	0.954670003733733	0.530644023047691
PG250094	sp|Q9BS16|CENPK_HUMAN Centromere protein K OS=Homo sapiens GN=CENPK PE=1 SV=1	269	19.7	19.7	0.0	3	5	4	0	1	1	0	2.0600000000000002e-57	1	1	6348.626511	7428.38971	6323.284469	6062.726764	7548.273342	6629.641257	Q9BS16|D6RJF0|D6RHD3	CENPK	Q9BS16	27839.426135	6915.1774215000005	7262.850929	6724.71191825	6995.75473025	7089.01417525	6860.23332425	-0.047327369947209826	0.498637216637887	0.395715892717566
PG245821	sp|P57768|SNX16_HUMAN Sorting nexin-16 OS=Homo sapiens GN=SNX16 PE=1 SV=2	344	4.36	4.36	0.0	5	1	1	0	1	1	0	3.5e-20	1	1	5761.242722	4958.022634	6702.694665	4682.25179	5845.766577	6828.604062	P57768|P57768-2|E5RH07|E5RGQ6|A0A0C4DGW2	SNX16	P57768	27781.054003	5852.28797825	7155.80613325	7237.5710905	7438.52653325	6504.04705575	7338.048811875	0.17405880614269956	0.176178758208982	0.240739825947273
PG248237	sp|Q96B36-3|AKTS1_HUMAN Isoform 3 of Proline-rich AKT1 substrate 1 OS=Homo sapiens GN=AKT1S1	276	30.8	30.8	5.797	2	40	6	0	1	1	0	2.77e-83	1	1	7381.757996	7292.02219	6274.75678	6791.980695	6349.133045	7976.430039	Q96B36|Q96B36-3	AKT1S1	Q96B36-3	27736.092973	6575.70981425	6393.295443999999	7986.5918925	6686.13014	6484.502629125	7336.36101625	0.17806871261588766	0.163073847613982	0.232403709046397
PG252166	sp|Q09472|EP300_HUMAN Histone acetyltransferase p300 OS=Homo sapiens GN=EP300 PE=1 SV=2	2414	14.42	10.27	2.568	1	45	29	12	3	3	2	0.0	1	1	6395.087625	7948.227485	7098.478812	7458.204301	7670.784004	7268.880824	Q09472	EP300	Q09472	27687.055242000002	7020.622844	7963.84256	6428.88246525	6381.95643475	7492.232702	6405.419449999999	-0.22610266254335024	0.0485411467787252	0.140672692629818
PG250420	sp|P16220|CREB1_HUMAN Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens GN=CREB1 PE=1 SV=2	341	8.211	6.158	4.106	3	10	4	1	1	1	0	1.99e-47	1	1	6172.08392	7380.76415	7047.607171	6459.409869	7404.687387	7652.205994	P16220|P16220-2|P16220-3	CREB1	P16220	27677.837434999998	6640.5231485	8279.670605000001	6017.1750285	6679.029346249999	7460.096876750001	6348.102187375	-0.2328690135560744	0.150374372925917	0.224740404665291
PG251547	sp|P51530|DNA2_HUMAN DNA replication ATP-dependent helicase/nuclease DNA2 OS=Homo sapiens GN=DNA2 PE=1 SV=3	1060	3.868	3.113	0.6604	4	13	5	2	3	3	2	1.23e-63	1	1	7508.258139	6178.709403	5964.394009	6601.45689	5974.898688	6621.648855	P51530|P51530-3|P51530-4|F8VR31	DNA2	P51530	27667.589287	6686.13014	8012.35136275	6479.923663	6508.506052	7349.240751375	6494.214857499999	-0.17844009692517848	0.164415480262038	0.232575026290231
PG256664	sp|Q9P0L0|VAPA_HUMAN Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3	249	63.05	7.631	21.69	1	71	16	15	13	10	9	6.869999999999999e-230	1	1	7574.537919	6782.861056	7678.32149	8127.432696	9968.927648	8478.819947	Q9P0L0	VAPA	Q9P0L0	27659.225938	8363.23005925	6624.31045475	5800.04777875	6860.11035925	7493.770257	6330.079069	-0.24346822792871142	0.177775682346909	0.241493693713895
PG249318	tr|J3KN59|J3KN59_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 OS=Homo sapiens GN=BNIP2 PE=1 SV=1	435	12.41	12.41	4.138	3	12	7	0	1	1	0	1.69e-94	1	1	8730.537222	5246.215326	11500.66181	6534.634026	8191.278153	7320.926731	Q12982|Q12982-2|J3KN59	BNIP2	J3KN59	27564.454103	3152.52130175	2756.178798	8087.21989725	12975.054625	2954.350049875	10531.137261125	1.8337485610324062	0.0011363609720044	0.0260735072905718
PG253303	sp|Q14693-7|LPIN1_HUMAN Isoform 7 of Phosphatidate phosphatase LPIN1 OS=Homo sapiens GN=LPIN1	975	7.487	7.487	0.8205	6	21	6	0	1	1	0	7.42e-71	1	1	7851.830315	6242.224057	7355.294448	8073.907567	6940.420244	6654.889038	Q14693|Q14693-2|Q14693-3|Q14693-4|Q14693-5|Q14693-7	LPIN1	Q14693-7	27562.825537999997	7458.058262500001	6724.71191825	5880.4087625	7529.56357775	7091.385090375001	6704.986170125	-0.0808330860012131	0.554749424536586	0.415130930351565
PG250853	sp|Q8WY07|CTR3_HUMAN Cationic amino acid transporter 3 OS=Homo sapiens GN=SLC7A3 PE=1 SV=1	619	3.393	3.393	0.0	1	11	2	0	1	1	0	1.0099999999999999e-23	1	1	5402.575861	6261.336644	8099.250445	8288.644148	7511.889002	7151.63416	Q8WY07	SLC7A3	Q8WY07	27487.611137	6803.2632975	6057.44029525	8440.23417225	6356.89568675	6430.351796375	7398.5649295	0.20234779627759666	0.28816229884481	0.301554385793374
PG257708	tr|A4PB68|A4PB68_HUMAN GON-4-like protein OS=Homo sapiens GN=GON4L PE=1 SV=1	970	6.392	0.6186	0.0	1	14	5	4	1	1	0	1.11e-69	1	1	5636.691758	6708.886825	5263.018924	5813.351023	7806.866832	6161.964177	A4PB68	GON4L	A4PB68	27482.11143	6570.3041395	7161.6282845	6102.5520945	7593.20361375	6865.966211999999	6847.877854124999	-0.003805789129805954	0.934082901362849	0.525522322032875
PG252478	sp|Q9UKT4|FBX5_HUMAN F-box only protein 5 OS=Homo sapiens GN=FBXO5 PE=1 SV=1	447	2.237	2.237	0.0	2	3	1	0	1	1	0	1.7e-17	1	1	5564.87013	6745.653079	6772.242343	6722.675274	7650.46384	7758.326979	Q9UKT4|Q9UKT4-2	FBXO5	Q9UKT4	27481.313997999998	7533.36662375	6692.756284	5416.54587575	7895.905348	7113.061453875	6656.225611875	-0.09576629361367582	0.578805107758479	0.424323213831652
PG246901	sp|Q9H0E2|TOLIP_HUMAN Toll-interacting protein OS=Homo sapiens GN=TOLLIP PE=1 SV=1	274	16.42	16.42	0.0	1	7	4	0	1	1	0	2.12e-47	1	1	5341.043896	6500.846112	5497.362438	7894.77362	7501.879883	7256.501473	Q9H0E2	TOLLIP	Q9H0E2	27475.027177999997	7386.11908525	7410.33803	6005.09812325	6702.65026475	7398.228557625	6353.874194	-0.21954334600420974	0.0400594609867842	0.13253901841959
PG254020	sp|Q96E29|MTEF3_HUMAN Transcription termination factor 3; mitochondrial OS=Homo sapiens GN=MTERF3 PE=1 SV=2	417	15.83	15.83	0.0	3	9	5	0	1	1	0	1.15e-72	1	1	6113.738251	6965.372629	8675.835012	9613.497772	9293.359147	8943.829025	Q96E29|Q96E29-2|Q96E29-3	MTERF3	Q96E29	27369.255115	6130.4554044999995	6113.82702	7506.32625775	7499.2893727499995	6122.14121225	7502.80781525	0.2933942818139219	0.0047752629353377	0.061011822838661
PG251601	sp|Q8NEU8-3|DP13B_HUMAN Isoform 3 of DCC-interacting protein 13-beta OS=Homo sapiens GN=APPL2	670	3.134	2.09	0.0	3	5	2	1	1	1	0	5.1699999999999996e-30	1	1	5847.353539	5524.753544	6310.855264	6188.162468	7045.223004	6186.066826	Q8NEU8|Q8NEU8-2|Q8NEU8-3	APPL2	Q8NEU8-3	27259.915926	7112.08383175	6205.14535425	6646.17029975	7352.6176725000005	6658.614593	6999.393986125	0.072007979621764	0.496398783822565	0.395014266579594
PG250794	sp|Q05048|CSTF1_HUMAN Cleavage stimulation factor subunit 1 OS=Homo sapiens GN=CSTF1 PE=1 SV=1	431	23.67	23.67	0.0	1	19	7	0	1	1	0	3.77e-109	1	1	5159.487365	5141.632261	5050.297085	5171.05864	8248.072283	6869.24644	Q05048	CSTF1	Q05048	27229.014714	7506.32625775	6831.079337499999	5950.55426275	6965.850657	7168.702797624999	6458.2024598749995	-0.15057941263956778	0.210087825087913	0.25825670260624
PG250230	sp|Q12834|CDC20_HUMAN Cell division cycle protein 20 homolog OS=Homo sapiens GN=CDC20 PE=1 SV=2	499	24.65	24.65	7.615	1	50	11	0	1	1	0	4.5800000000000005e-133	1	1	5243.925378	6070.786794	6241.447807	6617.896606	7014.247869	7585.055091	Q12834	CDC20	Q12834	27228.436663	7337.95682575	5891.93017025	6640.5231485	7422.749988	6614.943498	7031.63656825	0.08813167270736229	0.507325529718258	0.399417209197049
PG250028	sp|Q8N960|CE120_HUMAN Centrosomal protein of 120 kDa OS=Homo sapiens GN=CEP120 PE=1 SV=2	986	6.491	6.491	0.0	2	9	5	0	1	1	0	2.4e-56	1	1	6959.12685	7499.700364	6537.256845	6030.54598	6622.063687	7725.081019	Q8N960|Q8N960-2	CEP120	Q8N960	27227.137403	6785.2948325	6915.1774215000005	6163.026512	7410.33803	6850.236127	6786.682271	-0.013447245781985197	0.861619111694443	0.5078371352136
PG254040	sp|Q9UNW1|MINP1_HUMAN Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens GN=MINPP1 PE=1 SV=1	487	4.928	4.928	0.0	2	5	2	0	1	1	0	7.61e-33	1	1	6727.463955	5773.65865	5506.19523	7698.043161	6675.626404	7235.720403	Q9UNW1|Q9UNW1-4	MINPP1	Q9UNW1	27180.591225	6239.240022	8465.91798125	6171.64547925	6239.240022	7352.579001625	6205.4427506249995	-0.24471623206811932	0.2141153773761	0.26081300780894
PG246473	sp|Q9BVA1|TBB2B_HUMAN Tubulin beta-2B chain OS=Homo sapiens GN=TUBB2B PE=1 SV=1	445	81.57	18.65	22.02	1	664	29	25	63	20	18	0.0	2	2	7051.516706	7343.781224	5326.522464	6477.560649	5647.872722	7094.948501	Q9BVA1	TUBB2B	Q9BVA1	26918.436679	7352.6176725000005	7393.68817075	6474.01436125	5836.44543425	7373.152921625	6155.2298977499995	-0.2604689368958009	0.0211408486017553	0.105896467185071
PG255479	sp|O15318|RPC7_HUMAN DNA-directed RNA polymerase III subunit RPC7 OS=Homo sapiens GN=POLR3G PE=1 SV=2	223	16.59	16.59	0.0	5	2	2	0	1	1	0	3.9e-28	1	1	5047.820237	5405.05041	7076.106395	6621.875348	6788.004815	5146.686944	O15318|D6R9U7|D6R921|D6RJH6|D6RIT0	POLR3G	O15318	26849.976495000003	6231.199756	8273.60700775	5817.446131250001	6403.39903575	7252.403381875	6110.4225835	-0.2471870135112952	0.197166856428279	0.250987724673264
PG250861	tr|B7ZL88|B7ZL88_HUMAN COX18 protein OS=Homo sapiens GN=COX18 PE=1 SV=1	334	5.09	5.09	0.0	5	2	1	0	1	1	0	4.77e-19	1	1	5726.576522	6727.09515	8185.841863	6890.388276	7802.98901	6203.56718	Q8N8Q8|Q8N8Q8-2|Q8N8Q8-3|Q8N8Q8-4|B7ZL88	COX18	B7ZL88	26830.083506000003	6005.09812325	7337.95682575	6903.9056005	6575.70981425	6671.5274745	6739.807707375	0.014690320264698058	0.859065857361428	0.507194826810566
PG256857	sp|Q96NB3|ZN830_HUMAN Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=2	372	29.57	29.57	5.376	1	26	8	0	1	1	0	1.5200000000000001e-118	1	1	6681.424516	5945.352657	6343.013617	6478.995657	5373.759832	7270.561242	Q96NB3	ZNF830	Q96NB3	26663.201799000002	7445.70161025	7484.407133000001	5144.952634	6646.17029975	7465.054371625	5895.561466875	-0.34052355268483625	0.0538753808409179	0.145020558437823
PG242879	tr|G3XAA4|G3XAA4_HUMAN PHD finger protein 15; isoform CRA_d OS=Homo sapiens GN=JADE2 PE=1 SV=1	834	4.676	4.676	0.0	4	7	3	0	1	1	0	5.84e-39	1	1	6154.634645	7226.461897	6049.664873	4736.838255	5317.78597	5731.329021	Q9NQC1|Q9NQC1-2|G3XAA4|A0A0C4DFT8	JADE2	G3XAA4	26622.132054	5928.6380552499995	6479.923663	8000.7420245	6171.64547925	6204.280859125	7086.193751875	0.19174691575976122	0.269481351387567	0.291739734099995
PG243899	sp|Q7L1T6|NB5R4_HUMAN Cytochrome b5 reductase 4 OS=Homo sapiens GN=CYB5R4 PE=1 SV=1	521	6.142	6.142	0.0	1	3	2	0	1	1	0	2.3199999999999997e-28	1	1	6558.858498	4567.373808	5834.356493	5813.701421	6763.831999	7907.145005	Q7L1T6	CYB5R4	Q7L1T6	26542.883132	7318.361722	7181.4581582499995	6057.44029525	6017.1750285	7249.909940125	6037.307661875	-0.2640577508588949	0.0075959746357607	0.0743189411972227
PG243190	sp|Q96Q89-2|KI20B_HUMAN Isoform 2 of Kinesin-like protein KIF20B OS=Homo sapiens GN=KIF20B	1853	9.066	9.066	1.187	3	41	13	0	1	1	0	1.34e-192	1	1	4584.596606	4973.376478	6857.727502	7309.787504	6739.114453	7164.471746	Q96Q89|Q96Q89-2|Q96Q89-3	KIF20B	Q96Q89-2	26491.806079	7292.32696575	6313.98946375	6295.749334	6624.31045475	6803.15821475	6460.029894375	-0.07466379978546803	0.480221158888002	0.389078946206378
PG247151	tr|E9PGK7|E9PGK7_HUMAN Transient receptor potential cation channel subfamily M member 2 OS=Homo sapiens GN=TRPM2 PE=1 SV=1	1553	1.095	1.095	0.0	4	4	2	0	1	1	0	6.75e-22	1	1	6650.506142	7172.04812	8297.828995	7507.916884	6465.243962	8995.840173	O94759|O94759-2|O94759-3|E9PGK7	TRPM2	E9PGK7	26410.390031000003	7025.58295025	6268.846746249999	5928.6380552499995	7237.5710905	6647.21484825	6583.104572875	-0.013981869575174421	0.88629642890497	0.514271673190467
PG247072	sp|Q9H2G4|TSYL2_HUMAN Testis-specific Y-encoded-like protein 2 OS=Homo sapiens GN=TSPYL2 PE=1 SV=1	693	11.26	10.39	3.175	1	15	6	1	1	1	0	6.8e-75	1	1	5422.046792	5991.798808	6143.559453	5993.127286	6702.645697	11594.55223	Q9H2G4	TSPYL2	Q9H2G4	26405.039066	6403.39903575	7134.5202345	8113.178903	4769.2113595	6768.959635125	6441.1951312500005	-0.07160571581236592	0.674772007037435	0.455188918160694
PG251351	sp|Q6NSW5|FA45B_HUMAN Putative protein FAM45B OS=Homo sapiens GN=FAM45BP PE=5 SV=1	357	5.042	5.042	0.0	3	3	2	0	1	1	0	5.47e-23	1	1	5441.119197	6126.892623	5042.0694	6511.823435	6669.981308	5527.86003	Q8TCE6|Q8TCE6-2|Q6NSW5	FAM45A|FAM45BP	Q6NSW5	26324.250364	7484.407133000001	6163.026512	7273.266475	5484.6837405	6823.7168225000005	6378.9751077500005	-0.09723312868549476	0.577302979507001	0.423885204490124
PG245248	sp|O00559-2|RCAS1_HUMAN Isoform 2 of Receptor-binding cancer antigen expressed on SiSo cells OS=Homo sapiens GN=EBAG9	258	15.12	15.12	0.0	4	18	2	0	1	1	0	5.52e-36	1	1	6244.82021	5924.973329	8077.767151	7799.544678	7264.124647	7116.713772	O00559|O00559-2|E9PND3|E9PN10	EBAG9	O00559-2	26322.088137000002	7619.392957	6773.270895	5712.14294675	6256.66166775	7196.331926	5984.40230725	-0.26605456640927977	0.0383274757701196	0.131658856888777
PG255757	sp|Q9Y676|RT18B_HUMAN 28S ribosomal protein S18b; mitochondrial OS=Homo sapiens GN=MRPS18B PE=1 SV=1	258	39.53	39.53	5.814	1	19	8	0	3	3	0	3.93e-118	2	2	5635.00427	6547.289109	5400.582666	6540.114733	5428.358805	6851.230874	Q9Y676	MRPS18B	Q9Y676	26279.996693999998	5911.01010175	7632.856783499999	6931.42407725	5817.446131250001	6771.933442625	6374.43510425	-0.08727029638157931	0.635688281841355	0.444669818767707
PG246539	sp|Q96EM0|T3HPD_HUMAN Trans-3-hydroxy-L-proline dehydratase OS=Homo sapiens GN=L3HYPDH PE=1 SV=2	354	9.322	9.322	0.0	1	3	3	0	1	1	0	6.34e-35	1	1	5953.118063	6565.705058	6159.834058	7173.826906	6642.183443	7218.568065	Q96EM0	L3HYPDH	Q96EM0	26275.505374	6965.850657	7543.878118	6631.575592	5302.275041	7254.8643875	5966.9253165	-0.2819609268975874	0.0784571110187625	0.171820528806142
PG243840	tr|E9PI62|E9PI62_HUMAN Mitochondrial GTPase 1 OS=Homo sapiens PE=3 SV=1	339	17.99	17.99	0.0	4	6	4	0	1	1	0	1.8e-60	1	1	6855.708125	6902.476686	6588.829795	6976.28116	10141.322	7532.822322	Q9BT17|E7EVK2|U3KQ69	MTG1	E9PI62	26256.073875	7031.2354245	5731.6801655	6686.13014	6879.82080875	6381.457795	6782.975474375	0.08803224214123141	0.446273170935169	0.376309701209294
PG256416	sp|Q9HD15|SRA1_HUMAN Steroid receptor RNA activator 1 OS=Homo sapiens GN=SRA1 PE=1 SV=1	236	44.49	44.49	8.475	1	23	10	0	1	1	0	8.65e-130	1	1	3670.65065	3807.672317	6899.074326	8223.272386	5768.312528	6998.045118	Q9HD15	SRA1	Q9HD15	26243.589610999996	5558.60339675	5186.806771	6860.11035925	8473.5608835	5372.705083875	7666.835621375	0.5129826000320663	0.0109687860596685	0.0822728059562191
PG246428	sp|Q4KMP7|TB10B_HUMAN TBC1 domain family member 10B OS=Homo sapiens GN=TBC1D10B PE=1 SV=3	808	25.25	25.25	9.282	1	86	19	0	1	1	0	2.01e-241	1	1	6115.277191	6457.263742	6014.823548	6317.782655	6394.772242	6250.006909	Q4KMP7	TBC1D10B	Q4KMP7	26133.721220000003	6393.295443999999	6428.88246525	5549.819868750001	7671.295211250001	6411.088954625	6610.557540000001	0.04420252855760329	0.885011431656606	0.514191496515089
PG248350	tr|C9JC87|C9JC87_HUMAN AP-4 complex subunit mu-1 OS=Homo sapiens GN=AP4M1 PE=1 SV=1	460	9.13	9.13	3.043	5	6	4	0	1	1	0	1.2099999999999999e-40	1	1	5645.263506	5731.081075	5634.69884	7362.292551	6146.114318	6550.876818	O00189|C9JWL4|C9IZL5|C9JC87|H7BZV3	AP4M1	C9JC87	26098.402493	6604.180389	7559.637453	5790.44013275	6102.5520945	7081.908921	5946.496113625	-0.2520984579422611	0.0441034052816586	0.136318916281451
PG256593	sp|Q15836|VAMP3_HUMAN Vesicle-associated membrane protein 3 OS=Homo sapiens GN=VAMP3 PE=1 SV=3	100	56.0	29.0	24.0	1	14	6	4	4	4	3	1.08e-68	1	1	7129.049778	5144.395914	5767.958563	6387.200303	7114.545873	7012.906885	Q15836	VAMP3	Q15836	26097.485085	7043.1883805	7256.4453405	6121.2781695	5861.7808655	7149.8168605	5991.5295175	-0.2549819471646488	0.0115346927726601	0.0836728162546095
PG255056	sp|O75400-2|PR40A_HUMAN Isoform 2 of Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A	930	32.15	4.624	9.462	1	118	35	32	12	12	11	0.0	1	1	6190.407814	6810.032453	4214.821582	6389.887506	6875.099957	7108.990497	O75400-2	PRPF40A	O75400-2	26090.646313999998	6163.026512	6813.31590925	5963.485243	7067.940849	6488.171210625	6515.713046	0.006111178466694097	0.981401766570066	0.536945066703179
PG255871	sp|Q9Y6B6|SAR1B_HUMAN GTP-binding protein SAR1b OS=Homo sapiens GN=SAR1B PE=1 SV=1	198	31.31	15.66	8.081	1	29	7	5	5	5	3	7.2e-100	2	2	4715.428666	5783.652186	6325.080014	6450.378849	6651.001636	5103.948957	Q9Y6B6	SAR1B	Q9Y6B6	26034.347623999998	6495.45046575	6570.3041395	6287.635382	6663.37372025	6532.877302625	6475.504551125	-0.012725936507457576	0.842635263188099	0.502507691181023
PG254298	sp|Q8IXM6|NRM_HUMAN Nurim OS=Homo sapiens GN=NRM PE=1 SV=1	262	12.98	12.98	0.0	1	4	3	0	1	1	0	6.77e-32	1	1	4978.173401	6414.894288	7806.431531	7281.517221	8423.462418	7111.578693	Q8IXM6	NRM	Q8IXM6	26027.487694	7161.6282845	6171.64547925	7003.17955975	5790.44013275	6666.636881875	6396.80984625	-0.05960655073981507	0.653444157769072	0.449328949841188
PG242214	sp|O60812|HNRC1_HUMAN Heterogeneous nuclear ribonucleoprotein C-like 1 OS=Homo sapiens GN=HNRNPCL1 PE=1 SV=1	293	25.94	5.461	15.36	1	98	12	11	12	9	8	5.15e-205	1	1	6501.487299	6242.194956	6995.759381	7526.329312	8003.973826	7497.579519	O60812	HNRNPCL1	O60812	25983.248427	5891.93017025	7786.00621625	6074.69115425	6205.14535425	6838.96819325	6139.91825425	-0.1555592317321288	0.381447164022613	0.346973152808267
PG251490	sp|Q9P219|DAPLE_HUMAN Protein Daple OS=Homo sapiens GN=CCDC88C PE=1 SV=3	2028	7.594	6.953	0.0	1	32	14	2	1	1	0	1.7e-159	1	1	5377.187764	5610.953457	7011.310186	6934.894837	7808.493274	6990.816697	Q9P219	CCDC88C	Q9P219	25923.466007	6313.98946375	6842.8951225	5757.77932325	6915.1774215000005	6578.442293125	6336.478372375001	-0.05406475340622352	0.622866179442779	0.441061772734836
PG256042	sp|P84101|SERF2_HUMAN Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=1 SV=1	59	50.85	50.85	45.76	2	27	7	0	2	2	0	1.36e-82	2	2	5999.433245	7813.714806	7180.863498	7196.207574	7294.963868	7664.561441	P84101|P84101-4	SERF2	P84101	25866.630056	6017.1750285	5394.1933205000005	6979.785675	7365.950245	5705.6841745	7172.86796	0.3301501815697458	0.0120489315493446	0.0851047173061423
PG257251	sp|Q5SVZ6|ZMYM1_HUMAN Zinc finger MYM-type protein 1 OS=Homo sapiens GN=ZMYM1 PE=1 SV=1	1142	1.489	1.489	0.8757	1	2	2	0	1	1	0	1.5999999999999998e-30	1	1	4906.771817	5904.141639	5153.86781	5727.187927	5668.934091	5279.940926	Q5SVZ6	ZMYM1	Q5SVZ6	25855.323350000002	6256.66166775	7438.52653325	6692.756284	5525.287692	6847.5941005	6109.021988	-0.16465575369185365	0.284828483496451	0.299808603602199
