Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,Exp1 5 min log2 fold change,Exp1 5 min q-value,Exp1 60 min log2 fold change,Exp1 60 min q-value,Exp2 5 min log2 fold change,Exp2 5 min q-value,Exp2 60 min log2 fold change,Exp2 60 min q-value,Significant
PG248270,P78536,sp|P78536|ADA17_HUMAN Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens GN=ADAM17 PE=1 SV=1,P78536,,,,,,,0.2616731521508319,0.234452449727986,False
PG250266,Q96GE4,sp|Q96GE4|CEP95_HUMAN Centrosomal protein of 95 kDa OS=Homo sapiens GN=CEP95 PE=1 SV=1,Q96GE4,,,,,,,0.44206209531247675,0.111997371513917,False
PG248143,Q08117|Q08117-2,sp|Q08117-2|AES_HUMAN Isoform 2 of Amino-terminal enhancer of split OS=Homo sapiens GN=AES,Q08117-2,,,,,,,0.06689720782334627,0.519745915385235,False
PG243965,Q9HCH0|Q9HCH0-2|Q9HCH0-3|H7C1V4,sp|Q9HCH0|NCK5L_HUMAN Nck-associated protein 5-like OS=Homo sapiens GN=NCKAP5L PE=1 SV=2,Q9HCH0,,,,,,,-0.15008142022116866,0.382880937928469,False
PG253321,Q9BX40,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1,Q9BX40,,,,,,,0.15716344829596157,0.388834338513667,False
PG253460,O43772,sp|O43772|MCAT_HUMAN Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens GN=SLC25A20 PE=1 SV=1,O43772,,,,,,,-0.3309892947052668,0.185061873087486,False
PG247458,P63146|H0YA80,sp|P63146|UBE2B_HUMAN Ubiquitin-conjugating enzyme E2 B OS=Homo sapiens GN=UBE2B PE=1 SV=1,P63146,,,,,,,-0.06687572374494942,0.510708831750264,False
PG254761,Q99755-3|A6PW57,tr|A6PW57|A6PW57_HUMAN Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha OS=Homo sapiens GN=PIP5K1A PE=1 SV=2,A6PW57,,,,,,,0.07958637964473836,0.540163760578472,False
PG253688,Q9H019|Q9H019-3,sp|Q9H019|MFR1L_HUMAN Mitochondrial fission regulator 1-like OS=Homo sapiens GN=MTFR1L PE=1 SV=2,Q9H019,,,,,,,-0.1752828935220038,0.209302892498651,False
PG248391,Q92685|H7C0X4,sp|Q92685|ALG3_HUMAN Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1;3-mannosyltransferase OS=Homo sapiens GN=ALG3 PE=1 SV=1,Q92685,,,,,,,-0.045687948511459006,0.547209595333016,False
PG246930,P21580|A0A087WU80,sp|P21580|TNAP3_HUMAN Tumor necrosis factor alpha-induced protein 3 OS=Homo sapiens GN=TNFAIP3 PE=1 SV=1,P21580,,,,,,,-0.09351730332711285,0.504140466137532,False
PG242607,A0AVF1|A0AVF1-2|B7Z2T3|B7Z6R6,sp|A0AVF1|IFT56_HUMAN Intraflagellar transport protein 56 OS=Homo sapiens GN=TTC26 PE=2 SV=1,A0AVF1,,,,,,,1.1097091658094864,0.0058375363360323,True
PG244538,O43933|O43933-2|A0A0C4DG33,sp|O43933|PEX1_HUMAN Peroxisome biogenesis factor 1 OS=Homo sapiens GN=PEX1 PE=1 SV=1,O43933,,,,,,,0.10130685985476688,0.592608795303432,False
PG253841,O75448|A0A0B4J1W0,tr|A0A0B4J1W0|A0A0B4J1W0_HUMAN Mediator of RNA polymerase II transcription subunit 24 OS=Homo sapiens GN=MED24 PE=1 SV=1,A0A0B4J1W0,,,,,,,0.129472536282259,0.348242352569593,False
PG251853,Q6IAN0|J3KRS1|A0A0C4DGQ8,sp|Q6IAN0|DRS7B_HUMAN Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2,Q6IAN0,,,,,,,0.053005810686187094,0.624452849244561,False
PG261989,E9PJN9,tr|E9PJN9|E9PJN9_HUMAN 40S ribosomal protein S3 (Fragment) OS=Homo sapiens GN=RPS3 PE=1 SV=1,E9PJN9,,,,,,,0.13861416762977874,0.449866396040587,False
PG255919,Q7L099-3|Q7L099-4,sp|Q7L099-3|RUFY3_HUMAN Isoform 3 of Protein RUFY3 OS=Homo sapiens GN=RUFY3,Q7L099-3,,,,,,,-0.14182564670296488,0.482980331030931,False
PG250982,Q3SXM0,sp|Q3SXM0|DC4L1_HUMAN DDB1- and CUL4-associated factor 4-like protein 1 OS=Homo sapiens GN=DCAF4L1 PE=2 SV=1,Q3SXM0,,,,,,,-0.19328686078398163,0.246456231623649,False
PG255129,Q6XQN6|Q6XQN6-2|Q6XQN6-3|G5E977|C9J8U2|H0YF31,tr|G5E977|G5E977_HUMAN Nicotinate phosphoribosyltransferase OS=Homo sapiens GN=NAPRT PE=1 SV=1,G5E977,,,,,,,-0.2097560309929003,0.371126542067401,False
PG256372,Q13501,sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1,Q13501,,,,,,,-0.021709425566149777,0.638248484375574,False
PG249995,Q8N6G5|Q8TDX6,sp|Q8N6G5|CGAT2_HUMAN Chondroitin sulfate N-acetylgalactosaminyltransferase 2 OS=Homo sapiens GN=CSGALNACT2 PE=1 SV=1,Q8N6G5,,,,,,,-0.12683561391835912,0.43361862181939,False
PG248263,P53677,sp|P53677|AP3M2_HUMAN AP-3 complex subunit mu-2 OS=Homo sapiens GN=AP3M2 PE=2 SV=1,P53677,,,,,,,-0.3077419326670457,0.0887523315427285,False
PG244691,P06737|P06737-2|E9PK47,sp|P06737|PYGL_HUMAN Glycogen phosphorylase; liver form OS=Homo sapiens GN=PYGL PE=1 SV=4,P06737,,,,,,,0.27933210399728287,0.101983259543246,False
PG244485,Q86SE9,sp|Q86SE9|PCGF5_HUMAN Polycomb group RING finger protein 5 OS=Homo sapiens GN=PCGF5 PE=1 SV=1,Q86SE9,,,,,,,-0.16653596661841938,0.354421033017959,False
PG245781,Q9UHJ3|Q9UHJ3-2,sp|Q9UHJ3|SMBT1_HUMAN Scm-like with four MBT domains protein 1 OS=Homo sapiens GN=SFMBT1 PE=1 SV=2,Q9UHJ3,,,,,,,-0.12816137380791812,0.506996959113551,False
PG263591,E9PLY5,tr|E9PLY5|E9PLY5_HUMAN Microtubule-actin cross-linking factor 1; isoforms 1/2/3/5 (Fragment) OS=Homo sapiens GN=MACF1 PE=1 SV=1,E9PLY5,,,,,,,-0.2952823363990483,0.263615381434676,False
PG259964,Q96D37|F5H5P4,tr|Q96D37|Q96D37_HUMAN Proto-oncogene vav OS=Homo sapiens GN=VAV1 PE=1 SV=2,Q96D37,,,,,,,-0.039892348282864754,0.548933371796614,False
PG250177,Q8TAP6,sp|Q8TAP6|CEP76_HUMAN Centrosomal protein of 76 kDa OS=Homo sapiens GN=CEP76 PE=1 SV=1,Q8TAP6,,,,,,,-0.019769998447270783,0.656698990791785,False
PG248922,Q9NWL6|C9IYZ1,sp|Q9NWL6|ASND1_HUMAN Asparagine synthetase domain-containing protein 1 OS=Homo sapiens GN=ASNSD1 PE=2 SV=2,Q9NWL6,,,,,,,-0.09946179122209031,0.517320363249418,False
PG249414,P04920|P04920-2|P04920-3,sp|P04920|B3A2_HUMAN Anion exchange protein 2 OS=Homo sapiens GN=SLC4A2 PE=1 SV=4,P04920,,,,,,,-0.08926511511237625,0.434605492746576,False
PG242506,P24001-2|P24001-3|P24001-4|P24001-6|C6GKH1,sp|P24001-2|IL32_HUMAN Isoform 2 of Interleukin-32 OS=Homo sapiens GN=IL32,P24001-2,,,,,,,0.07820149425726973,0.421255128406757,False
PG253372,Q14114|Q14114-2|Q14114-3|Q14114-4|E9PP15,sp|Q14114|LRP8_HUMAN Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens GN=LRP8 PE=1 SV=4,Q14114,,,,,,,-0.08354703921722301,0.621586656358892,False
PG254198,Q96F24|Q96F24-3,sp|Q96F24|NRBF2_HUMAN Nuclear receptor-binding factor 2 OS=Homo sapiens GN=NRBF2 PE=1 SV=1,Q96F24,,,,,,,-0.0023812536468894316,0.660942784611685,False
PG247605,Q9UBK9|A0A0C4DFR8,tr|A0A0C4DFR8|A0A0C4DFR8_HUMAN Protein UXT OS=Homo sapiens GN=UXT PE=1 SV=1,A0A0C4DFR8,,,,,,,0.31274165751463995,0.269924811934003,False
PG248080,P00519-2,sp|P00519-2|ABL1_HUMAN Isoform IB of Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1,P00519-2,,,,,,,0.3382245236720813,0.250520933784411,False
PG257233,Q8TBK6-2,sp|Q8TBK6-2|ZCH10_HUMAN Isoform 2 of Zinc finger CCHC domain-containing protein 10 OS=Homo sapiens GN=ZCCHC10,Q8TBK6-2,,,,,,,0.815703127804785,0.072000353468615,True
PG247105,O00635,sp|O00635|TRI38_HUMAN E3 ubiquitin-protein ligase TRIM38 OS=Homo sapiens GN=TRIM38 PE=1 SV=1,O00635,,,,,,,0.03695210858220537,0.650702592293627,False
PG245368,Q9BWF3-4,sp|Q9BWF3-4|RBM4_HUMAN Isoform 4 of RNA-binding protein 4 OS=Homo sapiens GN=RBM4,Q9BWF3-4,,,,,,,0.8279963754030205,0.021494626530021,True
PG253606,Q6UB28,sp|Q6UB28|MAP12_HUMAN Methionine aminopeptidase 1D; mitochondrial OS=Homo sapiens GN=METAP1D PE=1 SV=1,Q6UB28,,,,,,,-0.2050613349023679,0.224128937346606,False
PG246263,O75529,sp|O75529|TAF5L_HUMAN TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L OS=Homo sapiens GN=TAF5L PE=1 SV=1,O75529,,,,,,,0.20136437519069975,0.20428793552794,False
PG256417,P36956|P36956-2|P36956-3|P36956-4|P36956-5|P36956-6|B5MD58|X6RBE4,sp|P36956-4|SRBP1_HUMAN Isoform 4 of Sterol regulatory element-binding protein 1 OS=Homo sapiens GN=SREBF1,P36956-4,,,,,,,0.6380304700587448,0.181912138990416,False
PG257280,O75820|O75820-2|O75820-3|O75820-4,sp|O75820|ZN189_HUMAN Zinc finger protein 189 OS=Homo sapiens GN=ZNF189 PE=1 SV=2,O75820,,,,,,,-0.29615587547051514,0.145449472917602,False
PG246536,A0PK00,sp|A0PK00|T120B_HUMAN Transmembrane protein 120B OS=Homo sapiens GN=TMEM120B PE=1 SV=1,A0PK00,,,,,,,0.267705192458405,0.149097577847322,False
PG248787,Q8IUR7|Q8IUR7-2|Q8IUR7-7,sp|Q8IUR7|ARMC8_HUMAN Armadillo repeat-containing protein 8 OS=Homo sapiens GN=ARMC8 PE=1 SV=2,Q8IUR7,,,,,,,0.4348387179127563,0.135957221822438,False
PG255487,Q92834|Q92834-2,sp|Q92834|RPGR_HUMAN X-linked retinitis pigmentosa GTPase regulator OS=Homo sapiens GN=RPGR PE=1 SV=2,Q92834,,,,,,,-0.26535628824491764,0.267703289925552,False
PG255936,Q9Y467|H0YFS7|E7EW59,sp|Q9Y467|SALL2_HUMAN Sal-like protein 2 OS=Homo sapiens GN=SALL2 PE=1 SV=4,Q9Y467,,,,,,,0.4657424174933667,0.126583094226324,False
PG252368,Q6SJ93|Q6SJ93-2,sp|Q6SJ93|F111B_HUMAN Protein FAM111B OS=Homo sapiens GN=FAM111B PE=1 SV=1,Q6SJ93,,,,,,,0.35674314812118707,0.0970244242032906,False
PG254456,Q9H0X9|Q9H0X9-2,sp|Q9H0X9|OSBL5_HUMAN Oxysterol-binding protein-related protein 5 OS=Homo sapiens GN=OSBPL5 PE=1 SV=1,Q9H0X9,,,,,,,-0.1591509642942287,0.343258781056462,False
PG242650,Q9UK53|Q9UK53-2|Q9UK53-4|Q9UK53-5|A0A0C4DFW2|A0A087WXF7,tr|A0A0C4DFW2|A0A0C4DFW2_HUMAN Inhibitor of growth protein OS=Homo sapiens GN=ING1 PE=1 SV=1,A0A0C4DFW2,,,,,,,-0.15424868860818886,0.44915329781705,False
PG245199,Q9H082,sp|Q9H082|RB33B_HUMAN Ras-related protein Rab-33B OS=Homo sapiens GN=RAB33B PE=1 SV=1,Q9H082,,,,,,,-0.10314184017381824,0.494371060311209,False
PG242963,P23458,sp|P23458|JAK1_HUMAN Tyrosine-protein kinase JAK1 OS=Homo sapiens GN=JAK1 PE=1 SV=2,P23458,,,,,,,0.10714011651568499,0.529356581171704,False
PG256572,Q8N2K1|Q8N2K1-2|Q8N2K1-3|A6NGS0|B1AMF0|D6RD90,sp|Q8N2K1-3|UB2J2_HUMAN Isoform 3 of Ubiquitin-conjugating enzyme E2 J2 OS=Homo sapiens GN=UBE2J2,Q8N2K1-3,,,,,,,-0.3441443566653424,0.0790646864170196,False
PG242473,O43464,sp|O43464|HTRA2_HUMAN Serine protease HTRA2; mitochondrial OS=Homo sapiens GN=HTRA2 PE=1 SV=2,O43464,,,,,,,-0.16696965305715364,0.359878165446767,False
PG244840,Q14671,sp|Q14671|PUM1_HUMAN Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3,Q14671,,,,,,,-0.13647861804048186,0.405536119787549,False
PG256305,Q5PRF9|M0QZ22|M0R0X3|A0A087WZT0,sp|Q5PRF9|SMAG2_HUMAN Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4B PE=1 SV=1,Q5PRF9,,,,,,,-0.011509254199521311,0.657791989241858,False
PG252971,Q3T8J9-3,sp|Q3T8J9-3|GON4L_HUMAN Isoform 3 of GON-4-like protein OS=Homo sapiens GN=GON4L,Q3T8J9-3,,,,,,,-0.10090512169847732,0.445242538254703,False
PG257370,O75132,sp|O75132|ZBED4_HUMAN Zinc finger BED domain-containing protein 4 OS=Homo sapiens GN=ZBED4 PE=1 SV=2,O75132,,,,,,,-0.09183684830350329,0.531391883698971,False
PG252288,Q3B820|Q3B820-2|Q3B820-3,sp|Q3B820-3|F161A_HUMAN Isoform 3 of Protein FAM161A OS=Homo sapiens GN=FAM161A,Q3B820-3,,,,,,,-0.10031490921266474,0.518539270038223,False
PG256177,Q9NRX5,sp|Q9NRX5|SERC1_HUMAN Serine incorporator 1 OS=Homo sapiens GN=SERINC1 PE=1 SV=1,Q9NRX5,,,,,,,0.34586224678579497,0.179502622056278,False
PG246674,Q9NX00,sp|Q9NX00|TM160_HUMAN Transmembrane protein 160 OS=Homo sapiens GN=TMEM160 PE=1 SV=1,Q9NX00,,,,,,,0.034544613305968044,0.612640906737669,False
PG243527,P42167-2,sp|P42167-2|LAP2B_HUMAN Isoform Gamma of Lamina-associated polypeptide 2; isoforms beta/gamma OS=Homo sapiens GN=TMPO,P42167-2,,,,,,,0.14476475247986073,0.469411850789799,False
PG244461,Q9BYE7,sp|Q9BYE7|PCGF6_HUMAN Polycomb group RING finger protein 6 OS=Homo sapiens GN=PCGF6 PE=1 SV=2,Q9BYE7,,,,,,,0.060626381142356654,0.595099248941143,False
PG246491,Q9UL54-2,sp|Q9UL54-2|TAOK2_HUMAN Isoform 2 of Serine/threonine-protein kinase TAO2 OS=Homo sapiens GN=TAOK2,Q9UL54-2,,,,,,,0.012796242552663402,0.658180744876395,False
PG252892,Q8N2G8|Q8N2G8-2|Q8N2G8-3|K7ESN3,sp|Q8N2G8|GHDC_HUMAN GH3 domain-containing protein OS=Homo sapiens GN=GHDC PE=1 SV=2,Q8N2G8,,,,,,,-0.16163925364808762,0.511159178499354,False
PG255981,Q96BR1|Q96BR1-2,sp|Q96BR1|SGK3_HUMAN Serine/threonine-protein kinase Sgk3 OS=Homo sapiens GN=SGK3 PE=1 SV=1,Q96BR1,,,,,,,0.06923872901828855,0.616187719479457,False
PG252094,P50548,sp|P50548|ERF_HUMAN ETS domain-containing transcription factor ERF OS=Homo sapiens GN=ERF PE=1 SV=2,P50548,,,,,,,-0.12434389674554285,0.40314798166661,False
PG250760,O75208|H3BPY0|H3BNT2,sp|O75208|COQ9_HUMAN Ubiquinone biosynthesis protein COQ9; mitochondrial OS=Homo sapiens GN=COQ9 PE=1 SV=1,O75208,,,,,,,0.1572594289617314,0.257106015360402,False
PG255026,Q9UKL6|Q9UKL6-2|I3L3H0|I3L2M9|I3L4Z8,tr|I3L3H0|I3L3H0_HUMAN Phosphatidylcholine transfer protein OS=Homo sapiens GN=PCTP PE=1 SV=1,I3L3H0,,,,,,,-0.1238105220449095,0.564155419598685,False
PG251606,Q8NEL9,sp|Q8NEL9|DDHD1_HUMAN Phospholipase DDHD1 OS=Homo sapiens GN=DDHD1 PE=1 SV=2,Q8NEL9,,,,,,,0.05619309558564978,0.510106022187358,False
PG251447,Q9UBX3|Q9UBX3-2,sp|Q9UBX3-2|DIC_HUMAN Isoform 2 of Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10,Q9UBX3-2,,,,,,,-0.13949757236004676,0.490394807700839,False
PG246134,O15056|O15056-2|O15056-3,sp|O15056|SYNJ2_HUMAN Synaptojanin-2 OS=Homo sapiens GN=SYNJ2 PE=1 SV=3,O15056,,,,,,,0.1509648634925048,0.415416091697983,False
PG245892,P08047|P08047-2|P08047-3,sp|P08047|SP1_HUMAN Transcription factor Sp1 OS=Homo sapiens GN=SP1 PE=1 SV=3,P08047,,,,,,,0.040362991995738076,0.575733952160154,False
PG243338,Q9NQR1|Q9NQR1-2|A0A0C4DFR3,sp|Q9NQR1|KMT5A_HUMAN N-lysine methyltransferase KMT5A OS=Homo sapiens GN=KMT5A PE=1 SV=3,Q9NQR1,,,,,,,0.7775153502996281,0.234452449727986,False
PG242311,P09017,sp|P09017|HXC4_HUMAN Homeobox protein Hox-C4 OS=Homo sapiens GN=HOXC4 PE=1 SV=2,P09017,,,,,,,0.11837447521953591,0.413997628444074,False
PG248107,Q15172,sp|Q15172|2A5A_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform OS=Homo sapiens GN=PPP2R5A PE=1 SV=1,Q15172,,,,,,,-0.11825765908799488,0.415684672388355,False
PG253116,Q96CP6|Q96CP6-2|Q96CP6-3|M0QZ12,tr|M0QZ12|M0QZ12_HUMAN GRAM domain-containing protein 1A OS=Homo sapiens GN=GRAMD1A PE=1 SV=1,M0QZ12,,,,,,,0.08016659246603546,0.505157906852969,False
PG255158,Q96AD5,sp|Q96AD5|PLPL2_HUMAN Patatin-like phospholipase domain-containing protein 2 OS=Homo sapiens GN=PNPLA2 PE=1 SV=1,Q96AD5,,,,,,,-0.06645272989607064,0.444938524534275,False
PG252403,Q06787|Q06787-3|Q06787-5,sp|Q06787|FMR1_HUMAN Synaptic functional regulator FMR1 OS=Homo sapiens GN=FMR1 PE=1 SV=1,Q06787,,,,,,,0.024418006881434494,0.615028334252745,False
PG252083,Q7L775,sp|Q7L775|EPMIP_HUMAN EPM2A-interacting protein 1 OS=Homo sapiens GN=EPM2AIP1 PE=1 SV=1,Q7L775,,,,,,,-0.42822778172267156,0.23068580533744,False
PG254476,Q96FW1|J3KR44|F5GYN4,tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OS=Homo sapiens GN=OTUB1 PE=1 SV=2,J3KR44,,,,,,,0.6215933548900624,0.102513189931814,False
PG246730,O15417|H9KVB4,tr|H9KVB4|H9KVB4_HUMAN Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=1,H9KVB4,,,,,,,0.3567785890158038,0.200216593095716,False
PG247297,Q70CQ3|B3KUS5|F5H8D3,sp|Q70CQ3|UBP30_HUMAN Ubiquitin carboxyl-terminal hydrolase 30 OS=Homo sapiens GN=USP30 PE=1 SV=1,Q70CQ3,,,,,,,-0.1392248914030219,0.475180147806052,False
PG250149,P15882|P15882-2,sp|P15882|CHIN_HUMAN N-chimaerin OS=Homo sapiens GN=CHN1 PE=1 SV=3,P15882,,,,,,,-0.18701880533576895,0.323465759175001,False
PG257365,Q9H900,sp|Q9H900|ZWILC_HUMAN Protein zwilch homolog OS=Homo sapiens GN=ZWILCH PE=1 SV=2,Q9H900,,,,,,,0.15331557068655435,0.267721401766319,False
PG246139,Q86Y82,sp|Q86Y82|STX12_HUMAN Syntaxin-12 OS=Homo sapiens GN=STX12 PE=1 SV=1,Q86Y82,,,,,,,0.039067113308865954,0.612492203248059,False
PG243904,O43439|O43439-4|O43439-5,sp|O43439-4|MTG8R_HUMAN Isoform 4 of Protein CBFA2T2 OS=Homo sapiens GN=CBFA2T2,O43439-4,,,,,,,-0.15315972650190351,0.535144373238566,False
PG249005,Q9H7F0,sp|Q9H7F0|AT133_HUMAN Probable cation-transporting ATPase 13A3 OS=Homo sapiens GN=ATP13A3 PE=1 SV=4,Q9H7F0,,,,,,,0.04034086442056492,0.61746295040024,False
PG246781,Q9NS56|Q9NS56-2,sp|Q9NS56|TOPRS_HUMAN E3 ubiquitin-protein ligase Topors OS=Homo sapiens GN=TOPORS PE=1 SV=1,Q9NS56,,,,,,,-0.27571198242308387,0.274686786016585,False
PG254676,Q96S99,sp|Q96S99|PKHF1_HUMAN Pleckstrin homology domain-containing family F member 1 OS=Homo sapiens GN=PLEKHF1 PE=1 SV=3,Q96S99,,,,,,,-0.20953338446029415,0.236541947528812,False
PG253986,Q7Z6M4|B4DFP7,sp|Q7Z6M4|MTEF4_HUMAN Transcription termination factor 4; mitochondrial OS=Homo sapiens GN=MTERF4 PE=1 SV=3,Q7Z6M4,,,,,,,0.48775923919875674,0.236541947528812,False
PG256341,Q9UEE5,sp|Q9UEE5|ST17A_HUMAN Serine/threonine-protein kinase 17A OS=Homo sapiens GN=STK17A PE=1 SV=2,Q9UEE5,,,,,,,0.48005255124616625,0.0892077409894423,False
PG245342,Q6NUM9|Q6NUM9-2|H7C3J0|H7BZ81,sp|Q6NUM9|RETST_HUMAN All-trans-retinol 13;14-reductase OS=Homo sapiens GN=RETSAT PE=1 SV=2,Q6NUM9,,,,,,,-0.07793272319785301,0.482410220753777,False
PG255329,Q9H6K5|Q9H6K5-2,sp|Q9H6K5|PRR36_HUMAN Proline-rich protein 36 OS=Homo sapiens GN=PRR36 PE=1 SV=2,Q9H6K5,,,,,,,0.6375233644473135,0.139304425093336,False
PG242398,Q9P2D3,sp|Q9P2D3|HTR5B_HUMAN HEAT repeat-containing protein 5B OS=Homo sapiens GN=HEATR5B PE=1 SV=2,Q9P2D3,,,,,,,0.12390279216359236,0.561969585476055,False
PG256697,Q6BDS2|H7C1J4,sp|Q6BDS2|URFB1_HUMAN UHRF1-binding protein 1 OS=Homo sapiens GN=UHRF1BP1 PE=1 SV=1,Q6BDS2,,,,,,,0.36101778996473927,0.249632131919746,False
PG248470,P55789|H3BRW3,sp|P55789|ALR_HUMAN FAD-linked sulfhydryl oxidase ALR OS=Homo sapiens GN=GFER PE=1 SV=2,P55789,,,,,,,0.05135945908306678,0.586221971305573,False
PG245040,P62491|H3BSC1,sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens GN=RAB11A PE=1 SV=3,P62491,,,,,,,-0.2538810037513851,0.122896782876866,False
PG251279,P41162,sp|P41162|ETV3_HUMAN ETS translocation variant 3 OS=Homo sapiens GN=ETV3 PE=1 SV=2,P41162,,,,,,,0.5147721581535263,0.133512462548464,False
PG253438,Q9BRA0|I3L3Z2,tr|I3L3Z2|I3L3Z2_HUMAN N-alpha-acetyltransferase 38; NatC auxiliary subunit OS=Homo sapiens GN=NAA38 PE=1 SV=2,I3L3Z2,,,,,,,-0.13018459307927369,0.479138379877001,False
PG265252,H0Y8C4,tr|H0Y8C4|H0Y8C4_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (Fragment) OS=Homo sapiens GN=PPP2R5D PE=1 SV=1,H0Y8C4,,,,,,,-0.3948552973859311,0.370226640668776,False
PG265550,H3BP71,tr|H3BP71|H3BP71_HUMAN E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=2,H3BP71,,,,,,,0.005881101711869279,0.66555708938261,False
PG252341,Q9BX63,sp|Q9BX63|FANCJ_HUMAN Fanconi anemia group J protein OS=Homo sapiens GN=BRIP1 PE=1 SV=1,Q9BX63,,,,,,,-0.02452357969918113,0.6427623848552,False
PG249076,Q8NHP1,sp|Q8NHP1|ARK74_HUMAN Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6,Q8NHP1,,,,,,,0.19978472047142332,0.2281962918147,False
PG243903,O75081-2,sp|O75081-2|MTG16_HUMAN Isoform 2 of Protein CBFA2T3 OS=Homo sapiens GN=CBFA2T3,O75081-2,,,,,,,0.28176109555992385,0.447061037575746,False
PG244775,Q9NZH5|Q9NZH5-2|O95997,sp|O95997|PTTG1_HUMAN Securin OS=Homo sapiens GN=PTTG1 PE=1 SV=1,O95997,,,,,,,0.28215777147171095,0.253548861058917,False
PG248288,Q6NS38|Q6NS38-2|F5GZZ0|S4R3T5|F5H5X2,sp|Q6NS38|ALKB2_HUMAN DNA oxidative demethylase ALKBH2 OS=Homo sapiens GN=ALKBH2 PE=1 SV=1,Q6NS38,,,,,,,-0.5832454127939519,0.177601658835007,False
PG250348,Q8TDI0,sp|Q8TDI0|CHD5_HUMAN Chromodomain-helicase-DNA-binding protein 5 OS=Homo sapiens GN=CHD5 PE=1 SV=1,Q8TDI0,,,,,,,0.388407376527271,0.351144740964215,False
PG242773,O00139-2,sp|O00139-2|KIF2A_HUMAN Isoform 2 of Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A,O00139-2,,,,,,,-0.1632009475799256,0.334479168378843,False
PG242723,P14316|P14316-2,sp|P14316|IRF2_HUMAN Interferon regulatory factor 2 OS=Homo sapiens GN=IRF2 PE=1 SV=2,P14316,,,,,,,0.045471443957725004,0.62506556284306,False
PG257062,Q8TCN5|Q8TCN5-2|B9EGE7,tr|B9EGE7|B9EGE7_HUMAN ZNF507 protein OS=Homo sapiens GN=ZNF507 PE=1 SV=1,B9EGE7,,,,,,,0.0031880492331154506,0.673869931948712,False
PG248295,Q9C0C7-3|A0A075B6T1,sp|Q9C0C7-3|AMRA1_HUMAN Isoform 3 of Activating molecule in BECN1-regulated autophagy protein 1 OS=Homo sapiens GN=AMBRA1,Q9C0C7-3,,,,,,,0.4658255671764496,0.290087892523858,False
PG262075,D6RHC4,tr|D6RHC4|D6RHC4_HUMAN Ankyrin repeat and KH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=ANKHD1 PE=1 SV=1,D6RHC4,,,,,,,-0.35488051336532134,0.171330673749558,False
PG247318,Q9H9J4|Q9H9J4-2,sp|Q9H9J4|UBP42_HUMAN Ubiquitin carboxyl-terminal hydrolase 42 OS=Homo sapiens GN=USP42 PE=1 SV=3,Q9H9J4,,,,,,,-0.013507583787990725,0.649401040271303,False
PG257246,Q9NUA8,sp|Q9NUA8|ZBT40_HUMAN Zinc finger and BTB domain-containing protein 40 OS=Homo sapiens GN=ZBTB40 PE=1 SV=4,Q9NUA8,,,,,,,0.07043612127932933,0.438044981817041,False
PG264532,J3QRU8,tr|J3QRU8|J3QRU8_HUMAN ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1 PE=1 SV=1,J3QRU8,,,,,,,-0.0989935250148709,0.489273543978016,False
PG250733,Q6UXH1|Q6UXH1-4|Q6UXH1-5|Q6UXH1-6,sp|Q6UXH1-5|CREL2_HUMAN Isoform 5 of Cysteine-rich with EGF-like domain protein 2 OS=Homo sapiens GN=CRELD2,Q6UXH1-5,,,,,,,-0.216406497853648,0.29816563052405,False
PG243049,O60271-9,sp|O60271-9|JIP4_HUMAN Isoform 6 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9,O60271-9,,,,,,,0.049508073146892984,0.616550032402234,False
